date,used_value,source_observation_date,source_available_at,elapsed_days,in_train,in_val
2021-01-25,2.48,2020-12-31,2021-01-06,19,False,True
2021-01-26,2.48,2020-12-31,2021-01-06,20,False,True
2021-01-27,2.48,2020-12-31,2021-01-06,21,False,True
2021-01-28,2.48,2020-12-31,2021-01-06,22,False,True
2021-01-29,2.48,2020-12-31,2021-01-06,23,False,True
2021-02-01,2.48,2020-12-31,2021-01-06,26,False,True
2021-02-02,2.48,2020-12-31,2021-01-06,27,False,True
2021-02-03,2.48,2020-12-31,2021-01-06,28,False,True
2021-02-04,2.48,2020-12-31,2021-01-06,29,False,True
2021-02-05,2.48,2020-12-31,2021-01-06,30,False,True
2021-02-08,3.04,2021-01-31,2021-02-08,0,False,True
2021-02-09,3.04,2021-01-31,2021-02-08,1,False,True
2021-02-10,3.04,2021-01-31,2021-02-08,2,False,True
2021-02-11,3.04,2021-01-31,2021-02-08,3,False,True
2021-02-12,3.04,2021-01-31,2021-02-08,4,False,True
2021-02-16,3.04,2021-01-31,2021-02-08,8,False,True
2021-02-17,3.04,2021-01-31,2021-02-08,9,False,True
2021-02-18,3.04,2021-01-31,2021-02-08,10,False,True
2021-02-19,3.04,2021-01-31,2021-02-08,11,False,True
2021-02-22,3.04,2021-01-31,2021-02-08,14,False,True
2021-02-23,3.04,2021-01-31,2021-02-08,15,False,True
2021-02-24,3.04,2021-01-31,2021-02-08,16,False,True
2021-02-25,3.04,2021-01-31,2021-02-08,17,False,True
2021-02-26,3.04,2021-01-31,2021-02-08,18,False,True
2021-03-01,3.04,2021-01-31,2021-02-08,21,False,True
2021-03-02,3.04,2021-01-31,2021-02-08,22,False,True
2021-03-03,3.04,2021-01-31,2021-02-08,23,False,True
2021-03-04,3.04,2021-01-31,2021-02-08,24,False,True
2021-03-05,3.04,2021-01-31,2021-02-08,25,False,True
2021-03-08,3.04,2021-01-31,2021-02-08,28,False,True
2021-03-09,3.04,2021-01-31,2021-02-08,29,False,True
2021-03-10,3.04,2021-01-31,2021-02-08,30,False,True
2021-03-11,2.039,2021-02-28,2021-03-11,0,False,True
2021-03-12,2.039,2021-02-28,2021-03-11,1,False,True
2021-03-15,2.039,2021-02-28,2021-03-11,4,False,True
2021-03-16,2.039,2021-02-28,2021-03-11,5,False,True
2021-03-17,2.039,2021-02-28,2021-03-11,6,False,True
2021-03-18,2.039,2021-02-28,2021-03-11,7,False,True
2021-03-19,2.039,2021-02-28,2021-03-11,8,False,True
2021-03-22,2.039,2021-02-28,2021-03-11,11,False,True
2021-03-23,2.039,2021-02-28,2021-03-11,12,False,True
2021-03-24,2.039,2021-02-28,2021-03-11,13,False,True
2021-03-25,2.039,2021-02-28,2021-03-11,14,False,True
2021-03-26,2.039,2021-02-28,2021-03-11,15,False,True
2021-03-29,2.039,2021-02-28,2021-03-11,18,False,True
2021-03-30,2.039,2021-02-28,2021-03-11,19,False,True
2021-03-31,2.039,2021-02-28,2021-03-11,20,False,True
2021-04-01,2.039,2021-02-28,2021-03-11,21,False,True
2021-04-05,2.039,2021-02-28,2021-03-11,25,False,True
2021-04-06,2.039,2021-02-28,2021-03-11,26,False,True
2021-04-07,2.039,2021-02-28,2021-03-11,27,False,True
2021-04-08,2.039,2021-02-28,2021-03-11,28,False,True
2021-04-09,2.851,2021-03-31,2021-04-09,0,False,True
2021-04-12,2.851,2021-03-31,2021-04-09,3,False,True
2021-04-13,2.851,2021-03-31,2021-04-09,4,False,True
2021-04-14,2.851,2021-03-31,2021-04-09,5,False,True
2021-04-15,2.851,2021-03-31,2021-04-09,6,False,True
2021-04-16,2.851,2021-03-31,2021-04-09,7,False,True
2021-04-19,2.851,2021-03-31,2021-04-09,10,False,True
2021-04-20,2.851,2021-03-31,2021-04-09,11,False,True
2021-04-21,2.851,2021-03-31,2021-04-09,12,False,True
2021-04-22,2.851,2021-03-31,2021-04-09,13,False,True
2021-04-23,2.851,2021-03-31,2021-04-09,14,False,True
2021-04-26,2.851,2021-03-31,2021-04-09,17,False,True
2021-04-27,2.851,2021-03-31,2021-04-09,18,False,True
2021-04-28,2.851,2021-03-31,2021-04-09,19,False,True
2021-04-29,2.851,2021-03-31,2021-04-09,20,False,True
2021-04-30,2.851,2021-03-31,2021-04-09,21,False,True
2021-05-03,2.851,2021-03-31,2021-04-09,24,False,True
2021-05-04,2.851,2021-03-31,2021-04-09,25,False,True
2021-05-05,2.851,2021-03-31,2021-04-09,26,False,True
2021-05-06,2.63,2021-04-30,2021-05-06,0,False,True
2021-05-07,2.63,2021-04-30,2021-05-06,1,False,True
2021-05-10,2.63,2021-04-30,2021-05-06,4,False,True
2021-05-11,2.63,2021-04-30,2021-05-06,5,False,True
2021-05-12,2.63,2021-04-30,2021-05-06,6,False,True
2021-05-13,2.63,2021-04-30,2021-05-06,7,False,True
2021-05-14,2.63,2021-04-30,2021-05-06,8,False,True
2021-05-17,2.63,2021-04-30,2021-05-06,11,False,True
2021-05-18,2.63,2021-04-30,2021-05-06,12,False,True
2021-05-19,2.63,2021-04-30,2021-05-06,13,False,True
2021-05-20,2.63,2021-04-30,2021-05-06,14,False,True
2021-05-21,2.63,2021-04-30,2021-05-06,15,False,True
2021-05-24,2.63,2021-04-30,2021-05-06,18,False,True
2021-05-25,2.63,2021-04-30,2021-05-06,19,False,True
2021-05-26,2.63,2021-04-30,2021-05-06,20,False,True
2021-05-27,2.63,2021-04-30,2021-05-06,21,False,True
2021-05-28,2.63,2021-04-30,2021-05-06,22,False,True
2021-06-01,2.63,2021-04-30,2021-05-06,26,False,True
2021-06-02,2.63,2021-04-30,2021-05-06,27,False,True
2021-06-03,2.63,2021-04-30,2021-05-06,28,False,True
2021-06-04,2.63,2021-04-30,2021-05-06,29,False,True
2021-06-11,2.803,2021-05-31,2021-06-11,0,False,True
2021-06-14,2.803,2021-05-31,2021-06-11,3,False,True
2021-06-15,2.803,2021-05-31,2021-06-11,4,False,True
2021-06-16,2.803,2021-05-31,2021-06-11,5,False,True
2021-06-17,2.803,2021-05-31,2021-06-11,6,False,True
2021-06-18,2.803,2021-05-31,2021-06-11,7,False,True
2021-06-21,2.803,2021-05-31,2021-06-11,10,False,True
2021-06-22,2.803,2021-05-31,2021-06-11,11,False,True
2021-06-23,2.803,2021-05-31,2021-06-11,12,False,True
2021-06-24,2.803,2021-05-31,2021-06-11,13,False,True
2021-06-25,2.803,2021-05-31,2021-06-11,14,False,True
2021-06-28,2.803,2021-05-31,2021-06-11,17,False,True
2021-06-29,2.803,2021-05-31,2021-06-11,18,False,True
2021-06-30,2.803,2021-05-31,2021-06-11,19,False,True
2021-07-01,2.803,2021-05-31,2021-06-11,20,False,True
2021-07-02,2.803,2021-05-31,2021-06-11,21,False,True
2021-07-06,2.803,2021-05-31,2021-06-11,25,False,True
2021-07-07,2.803,2021-05-31,2021-06-11,26,False,True
2021-07-08,2.803,2021-05-31,2021-06-11,27,False,True
2021-07-09,2.803,2021-05-31,2021-06-11,28,False,True
2021-07-12,3.417,2021-06-30,2021-07-12,0,False,True
2021-07-13,3.417,2021-06-30,2021-07-12,1,False,True
2021-07-14,3.417,2021-06-30,2021-07-12,2,False,True
2021-07-15,3.417,2021-06-30,2021-07-12,3,False,True
2021-07-16,3.417,2021-06-30,2021-07-12,4,False,True
2021-07-19,3.417,2021-06-30,2021-07-12,7,False,True
2021-07-20,3.417,2021-06-30,2021-07-12,8,False,True
2021-07-21,3.417,2021-06-30,2021-07-12,9,False,True
2021-07-22,3.417,2021-06-30,2021-07-12,10,False,True
2021-07-23,3.417,2021-06-30,2021-07-12,11,False,True
2021-07-26,3.417,2021-06-30,2021-07-12,14,False,True
2021-07-27,3.417,2021-06-30,2021-07-12,15,False,True
2021-07-28,3.417,2021-06-30,2021-07-12,16,False,True
2021-07-29,3.417,2021-06-30,2021-07-12,17,False,True
2021-07-30,3.417,2021-06-30,2021-07-12,18,False,True
2021-08-02,3.417,2021-06-30,2021-07-12,21,False,True
2021-08-03,3.417,2021-06-30,2021-07-12,22,False,True
2021-08-04,3.417,2021-06-30,2021-07-12,23,False,True
2021-08-05,2.568,2021-07-31,2021-08-05,0,False,True
2021-08-06,2.568,2021-07-31,2021-08-05,1,False,True
2021-08-09,2.568,2021-07-31,2021-08-05,4,False,True
2021-08-10,2.568,2021-07-31,2021-08-05,5,False,True
2021-08-11,2.568,2021-07-31,2021-08-05,6,False,True
2021-08-12,2.568,2021-07-31,2021-08-05,7,False,True
2021-08-13,2.568,2021-07-31,2021-08-05,8,False,True
2021-08-16,2.568,2021-07-31,2021-08-05,11,False,True
2021-08-17,2.568,2021-07-31,2021-08-05,12,False,True
2021-08-18,2.568,2021-07-31,2021-08-05,13,False,True
2021-08-19,2.568,2021-07-31,2021-08-05,14,False,True
2021-08-20,2.568,2021-07-31,2021-08-05,15,False,True
2021-08-23,2.568,2021-07-31,2021-08-05,18,False,True
2021-08-24,2.568,2021-07-31,2021-08-05,19,False,True
2021-08-25,2.568,2021-07-31,2021-08-05,20,False,True
2021-08-26,2.568,2021-07-31,2021-08-05,21,False,True
2021-08-27,2.568,2021-07-31,2021-08-05,22,False,True
2021-08-30,2.568,2021-07-31,2021-08-05,25,False,True
2021-08-31,2.568,2021-07-31,2021-08-05,26,False,True
2021-09-01,2.568,2021-07-31,2021-08-05,27,False,True
2021-09-02,2.568,2021-07-31,2021-08-05,28,False,True
2021-09-03,2.568,2021-07-31,2021-08-05,29,False,True
2021-09-10,1.892,2021-08-31,2021-09-10,0,False,True
2021-09-13,1.892,2021-08-31,2021-09-10,3,False,True
2021-09-14,1.892,2021-08-31,2021-09-10,4,False,True
2021-09-15,1.892,2021-08-31,2021-09-10,5,False,True
2021-09-16,1.892,2021-08-31,2021-09-10,6,False,True
2021-09-17,1.892,2021-08-31,2021-09-10,7,False,True
2021-09-20,1.892,2021-08-31,2021-09-10,10,False,True
2021-09-21,1.892,2021-08-31,2021-09-10,11,False,True
2021-09-22,1.892,2021-08-31,2021-09-10,12,False,True
2021-09-23,1.892,2021-08-31,2021-09-10,13,False,True
2021-09-24,1.892,2021-08-31,2021-09-10,14,False,True
2021-09-27,1.892,2021-08-31,2021-09-10,17,False,True
2021-09-28,1.892,2021-08-31,2021-09-10,18,False,True
2021-09-29,1.892,2021-08-31,2021-09-10,19,False,True
2021-09-30,1.892,2021-08-31,2021-09-10,20,False,True
2021-10-01,1.892,2021-08-31,2021-09-10,21,False,True
2021-10-04,1.892,2021-08-31,2021-09-10,24,False,True
2021-10-05,1.892,2021-08-31,2021-09-10,25,False,True
2021-10-06,1.892,2021-08-31,2021-09-10,26,False,True
2021-10-07,1.892,2021-08-31,2021-09-10,27,False,True
2021-10-08,1.892,2021-08-31,2021-09-10,28,False,True
2021-10-11,1.892,2021-08-31,2021-09-10,31,False,True
2021-10-12,1.24,2021-09-30,2021-10-12,0,False,True
2021-10-13,1.24,2021-09-30,2021-10-12,1,False,True
2021-10-14,1.24,2021-09-30,2021-10-12,2,False,True
2021-10-15,1.24,2021-09-30,2021-10-12,3,False,True
2021-10-18,1.24,2021-09-30,2021-10-12,6,False,True
2021-10-19,1.24,2021-09-30,2021-10-12,7,False,True
2021-10-20,1.24,2021-09-30,2021-10-12,8,False,True
2021-10-21,1.24,2021-09-30,2021-10-12,9,False,True
2021-10-22,1.24,2021-09-30,2021-10-12,10,False,True
2021-10-25,1.24,2021-09-30,2021-10-12,13,False,True
2021-10-26,1.24,2021-09-30,2021-10-12,14,False,True
2021-10-27,1.24,2021-09-30,2021-10-12,15,False,True
2021-10-28,1.24,2021-09-30,2021-10-12,16,False,True
2021-10-29,1.24,2021-09-30,2021-10-12,17,False,True
2021-11-01,1.24,2021-09-30,2021-10-12,20,False,True
2021-11-02,1.24,2021-09-30,2021-10-12,21,False,True
2021-11-03,1.24,2021-09-30,2021-10-12,22,False,True
2021-11-04,1.24,2021-09-30,2021-10-12,23,False,True
2021-11-05,1.24,2021-09-30,2021-10-12,24,False,True
2021-11-08,1.24,2021-09-30,2021-10-12,27,False,True
2021-11-09,2.179,2021-10-31,2021-11-09,0,False,True
2021-11-10,2.179,2021-10-31,2021-11-09,1,False,True
2021-11-11,2.179,2021-10-31,2021-11-09,2,False,True
2021-11-12,2.179,2021-10-31,2021-11-09,3,False,True
2021-11-15,2.179,2021-10-31,2021-11-09,6,False,True
2021-11-16,2.179,2021-10-31,2021-11-09,7,False,True
2021-11-17,2.179,2021-10-31,2021-11-09,8,False,True
2021-11-18,2.179,2021-10-31,2021-11-09,9,False,True
2021-11-19,2.179,2021-10-31,2021-11-09,10,False,True
2021-11-22,2.179,2021-10-31,2021-11-09,13,False,True
2021-11-23,2.179,2021-10-31,2021-11-09,14,False,True
2021-11-24,2.179,2021-10-31,2021-11-09,15,False,True
2021-11-26,2.179,2021-10-31,2021-11-09,17,False,True
2021-11-29,2.179,2021-10-31,2021-11-09,20,False,True
2021-11-30,2.179,2021-10-31,2021-11-09,21,False,True
2021-12-01,2.179,2021-10-31,2021-11-09,22,False,True
2021-12-02,2.179,2021-10-31,2021-11-09,23,False,True
2021-12-03,2.179,2021-10-31,2021-11-09,24,False,True
2021-12-06,2.179,2021-10-31,2021-11-09,27,False,True
2021-12-07,2.179,2021-10-31,2021-11-09,28,False,True
2021-12-08,2.179,2021-10-31,2021-11-09,29,False,True
2021-12-09,2.179,2021-10-31,2021-11-09,30,False,True
2021-12-10,1.449,2021-11-30,2021-12-10,0,False,True
2021-12-13,1.449,2021-11-30,2021-12-10,3,False,True
2021-12-14,1.449,2021-11-30,2021-12-10,4,False,True
2021-12-15,1.449,2021-11-30,2021-12-10,5,False,True
2021-12-16,1.449,2021-11-30,2021-12-10,6,False,True
2021-12-17,1.449,2021-11-30,2021-12-10,7,False,True
2021-12-20,1.449,2021-11-30,2021-12-10,10,False,True
2021-12-21,1.449,2021-11-30,2021-12-10,11,False,True
2021-12-22,1.449,2021-11-30,2021-12-10,12,False,True
2021-12-23,1.449,2021-11-30,2021-12-10,13,False,True
2021-12-27,1.449,2021-11-30,2021-12-10,17,False,True
2021-12-28,1.449,2021-11-30,2021-12-10,18,False,True
2021-12-29,1.449,2021-11-30,2021-12-10,19,False,True
2021-12-30,1.449,2021-11-30,2021-12-10,20,False,True
2021-12-31,1.449,2021-11-30,2021-12-10,21,False,True
2022-01-03,1.449,2021-11-30,2021-12-10,24,False,True
2022-01-04,1.449,2021-11-30,2021-12-10,25,False,True
2022-01-05,1.449,2021-11-30,2021-12-10,26,False,True
2022-01-06,1.449,2021-11-30,2021-12-10,27,False,True
2022-01-07,1.449,2021-11-30,2021-12-10,28,False,True
2022-01-10,1.449,2021-11-30,2021-12-10,31,False,True
2022-01-11,1.002,2021-12-31,2022-01-11,0,False,True
2022-01-12,1.002,2021-12-31,2022-01-11,1,False,True
2022-01-13,1.002,2021-12-31,2022-01-11,2,False,True
2022-01-14,1.002,2021-12-31,2022-01-11,3,False,True
2022-01-18,1.002,2021-12-31,2022-01-11,7,False,True
2022-01-19,1.002,2021-12-31,2022-01-11,8,False,True
2022-01-20,1.002,2021-12-31,2022-01-11,9,False,True
2022-01-21,1.002,2021-12-31,2022-01-11,10,False,True
2022-01-24,1.002,2021-12-31,2022-01-11,13,False,True
2022-01-25,1.002,2021-12-31,2022-01-11,14,False,True
2022-01-26,1.002,2021-12-31,2022-01-11,15,False,True
2022-01-27,1.002,2021-12-31,2022-01-11,16,False,True
2022-01-28,1.002,2021-12-31,2022-01-11,17,False,True
2022-01-31,1.002,2021-12-31,2022-01-11,20,False,True
2022-02-01,1.002,2021-12-31,2022-01-11,21,False,True
2022-02-02,1.555,2022-01-31,2022-02-02,0,False,True
2022-02-03,1.555,2022-01-31,2022-02-02,1,False,True
2022-02-04,1.555,2022-01-31,2022-02-02,2,False,True
2022-02-07,1.555,2022-01-31,2022-02-02,5,False,True
2022-02-08,1.555,2022-01-31,2022-02-02,6,False,True
2022-02-09,1.555,2022-01-31,2022-02-02,7,False,True
2022-02-10,1.555,2022-01-31,2022-02-02,8,False,True
2022-02-11,1.555,2022-01-31,2022-02-02,9,False,True
2022-02-14,1.555,2022-01-31,2022-02-02,12,False,True
2022-02-15,1.555,2022-01-31,2022-02-02,13,False,True
2022-02-16,1.555,2022-01-31,2022-02-02,14,False,True
2022-02-17,1.555,2022-01-31,2022-02-02,15,False,True
2022-02-18,1.555,2022-01-31,2022-02-02,16,False,True
2022-02-22,1.555,2022-01-31,2022-02-02,20,False,True
2022-02-23,1.555,2022-01-31,2022-02-02,21,False,True
2022-02-24,1.555,2022-01-31,2022-02-02,22,False,True
2022-02-25,1.555,2022-01-31,2022-02-02,23,False,True
2022-02-28,1.555,2022-01-31,2022-02-02,26,False,True
2022-03-01,1.555,2022-01-31,2022-02-02,27,False,True
2022-03-02,1.555,2022-01-31,2022-02-02,28,False,True
2022-03-03,1.555,2022-01-31,2022-02-02,29,False,True
2022-03-04,1.555,2022-01-31,2022-02-02,30,False,True
2022-03-07,2.002,2022-02-28,2022-03-07,0,False,True
2022-03-08,2.002,2022-02-28,2022-03-07,1,False,True
2022-03-09,2.002,2022-02-28,2022-03-07,2,False,True
2022-03-10,2.002,2022-02-28,2022-03-07,3,False,True
2022-03-11,2.002,2022-02-28,2022-03-07,4,False,True
2022-03-14,2.002,2022-02-28,2022-03-07,7,False,True
2022-03-15,2.002,2022-02-28,2022-03-07,8,False,True
2022-03-16,2.002,2022-02-28,2022-03-07,9,False,True
2022-03-17,2.002,2022-02-28,2022-03-07,10,False,True
2022-03-18,2.002,2022-02-28,2022-03-07,11,False,True
2022-03-21,2.002,2022-02-28,2022-03-07,14,False,True
2022-03-22,2.002,2022-02-28,2022-03-07,15,False,True
2022-03-23,2.002,2022-02-28,2022-03-07,16,False,True
2022-03-24,2.002,2022-02-28,2022-03-07,17,False,True
2022-03-25,2.002,2022-02-28,2022-03-07,18,False,True
2022-03-28,2.002,2022-02-28,2022-03-07,21,False,True
2022-03-29,2.002,2022-02-28,2022-03-07,22,False,True
2022-03-30,2.002,2022-02-28,2022-03-07,23,False,True
2022-03-31,2.002,2022-02-28,2022-03-07,24,False,True
2022-04-01,2.002,2022-02-28,2022-03-07,25,False,True
2022-04-04,2.002,2022-02-28,2022-03-07,28,False,True
2022-04-05,2.002,2022-02-28,2022-03-07,29,False,True
2022-04-06,2.002,2022-02-28,2022-03-07,30,False,True
2022-04-07,2.002,2022-02-28,2022-03-07,31,False,True
2022-04-12,1.714,2022-03-31,2022-04-12,0,False,True
2022-04-13,1.714,2022-03-31,2022-04-12,1,False,True
2022-04-14,1.714,2022-03-31,2022-04-12,2,False,True
2022-04-18,1.714,2022-03-31,2022-04-12,6,False,True
2022-04-19,1.714,2022-03-31,2022-04-12,7,False,True
2022-04-20,1.714,2022-03-31,2022-04-12,8,False,True
2022-04-21,1.714,2022-03-31,2022-04-12,9,False,True
2022-04-22,1.714,2022-03-31,2022-04-12,10,False,True
2022-04-25,1.714,2022-03-31,2022-04-12,13,False,True
2022-04-26,1.714,2022-03-31,2022-04-12,14,False,True
2022-04-27,1.714,2022-03-31,2022-04-12,15,False,True
2022-04-28,1.714,2022-03-31,2022-04-12,16,False,True
2022-04-29,1.714,2022-03-31,2022-04-12,17,False,True
2022-05-02,1.714,2022-03-31,2022-04-12,20,False,True
2022-05-03,1.714,2022-03-31,2022-04-12,21,False,True
2022-05-04,1.714,2022-03-31,2022-04-12,22,False,True
2022-05-05,1.714,2022-03-31,2022-04-12,23,False,True
2022-05-06,1.714,2022-03-31,2022-04-12,24,False,True
2022-05-09,1.35,2022-04-30,2022-05-09,0,False,True
2022-05-10,1.35,2022-04-30,2022-05-09,1,False,True
2022-05-11,1.35,2022-04-30,2022-05-09,2,False,True
2022-05-12,1.35,2022-04-30,2022-05-09,3,False,True
2022-05-13,1.35,2022-04-30,2022-05-09,4,False,True
2022-05-16,1.35,2022-04-30,2022-05-09,7,False,True
2022-05-17,1.35,2022-04-30,2022-05-09,8,False,True
2022-05-18,1.35,2022-04-30,2022-05-09,9,False,True
2022-05-19,1.35,2022-04-30,2022-05-09,10,False,True
2022-05-20,1.35,2022-04-30,2022-05-09,11,False,True
2022-05-23,1.35,2022-04-30,2022-05-09,14,False,True
2022-05-24,1.35,2022-04-30,2022-05-09,15,False,True
2022-05-25,1.35,2022-04-30,2022-05-09,16,False,True
2022-05-26,1.35,2022-04-30,2022-05-09,17,False,True
2022-05-27,1.35,2022-04-30,2022-05-09,18,False,True
2022-05-31,1.35,2022-04-30,2022-05-09,22,False,True
2022-06-01,1.35,2022-04-30,2022-05-09,23,False,True
2022-06-02,1.35,2022-04-30,2022-05-09,24,False,True
2022-06-03,3.378,2022-05-31,2022-06-03,0,False,True
2022-06-06,3.378,2022-05-31,2022-06-03,3,False,True
2022-06-07,3.378,2022-05-31,2022-06-03,4,False,True
2022-06-08,3.378,2022-05-31,2022-06-03,5,False,True
2022-06-09,3.378,2022-05-31,2022-06-03,6,False,True
2022-06-10,3.378,2022-05-31,2022-06-03,7,False,True
2022-06-13,3.378,2022-05-31,2022-06-03,10,False,True
2022-06-14,3.378,2022-05-31,2022-06-03,11,False,True
2022-06-15,3.378,2022-05-31,2022-06-03,12,False,True
2022-06-16,3.378,2022-05-31,2022-06-03,13,False,True
2022-06-17,3.378,2022-05-31,2022-06-03,14,False,True
2022-06-21,3.378,2022-05-31,2022-06-03,18,False,True
2022-06-22,3.378,2022-05-31,2022-06-03,19,False,True
2022-06-23,3.378,2022-05-31,2022-06-03,20,False,True
2022-06-24,3.378,2022-05-31,2022-06-03,21,False,True
2022-06-27,3.378,2022-05-31,2022-06-03,24,False,True
2022-06-28,3.378,2022-05-31,2022-06-03,25,False,True
2022-06-29,3.378,2022-05-31,2022-06-03,26,False,True
2022-06-30,3.378,2022-05-31,2022-06-03,27,False,True
2022-07-01,3.378,2022-05-31,2022-06-03,28,False,True
2022-07-07,2.92,2022-06-30,2022-07-07,0,False,True
2022-07-08,2.92,2022-06-30,2022-07-07,1,False,True
2022-07-11,2.92,2022-06-30,2022-07-07,4,False,True
2022-07-12,2.92,2022-06-30,2022-07-07,5,False,True
2022-07-13,2.92,2022-06-30,2022-07-07,6,False,True
2022-07-14,2.92,2022-06-30,2022-07-07,7,False,True
2022-07-15,2.92,2022-06-30,2022-07-07,8,False,True
2022-07-18,2.92,2022-06-30,2022-07-07,11,False,True
2022-07-19,2.92,2022-06-30,2022-07-07,12,False,True
2022-07-20,2.92,2022-06-30,2022-07-07,13,False,True
2022-07-21,2.92,2022-06-30,2022-07-07,14,False,True
2022-07-22,2.92,2022-06-30,2022-07-07,15,False,True
2022-07-25,2.92,2022-06-30,2022-07-07,18,False,True
2022-07-26,2.92,2022-06-30,2022-07-07,19,False,True
2022-07-27,2.92,2022-06-30,2022-07-07,20,False,True
2022-07-28,2.92,2022-06-30,2022-07-07,21,False,True
2022-07-29,2.92,2022-06-30,2022-07-07,22,False,True
2022-08-01,2.92,2022-06-30,2022-07-07,25,False,True
2022-08-02,2.92,2022-06-30,2022-07-07,26,False,True
2022-08-03,2.92,2022-06-30,2022-07-07,27,False,True
2022-08-04,1.291,2022-07-31,2022-08-04,0,False,True
2022-08-05,1.291,2022-07-31,2022-08-04,1,False,True
2022-08-08,1.291,2022-07-31,2022-08-04,4,False,True
2022-08-09,1.291,2022-07-31,2022-08-04,5,False,True
2022-08-10,1.291,2022-07-31,2022-08-04,6,False,True
2022-08-11,1.291,2022-07-31,2022-08-04,7,False,True
2022-08-12,1.291,2022-07-31,2022-08-04,8,False,True
2022-08-15,1.291,2022-07-31,2022-08-04,11,False,True
2022-08-16,1.291,2022-07-31,2022-08-04,12,False,True
2022-08-17,1.291,2022-07-31,2022-08-04,13,False,True
2022-08-18,1.291,2022-07-31,2022-08-04,14,False,True
2022-08-19,1.291,2022-07-31,2022-08-04,15,False,True
2022-08-22,1.291,2022-07-31,2022-08-04,18,False,True
2022-08-23,1.291,2022-07-31,2022-08-04,19,False,True
2022-08-24,1.291,2022-07-31,2022-08-04,20,False,True
2022-08-25,1.291,2022-07-31,2022-08-04,21,False,True
2022-08-26,1.291,2022-07-31,2022-08-04,22,False,True
2022-08-29,1.291,2022-07-31,2022-08-04,25,False,True
2022-08-30,1.291,2022-07-31,2022-08-04,26,False,True
2022-08-31,1.291,2022-07-31,2022-08-04,27,False,True
2022-09-01,1.291,2022-07-31,2022-08-04,28,False,True
2022-09-02,1.291,2022-07-31,2022-08-04,29,False,True
2022-09-09,1.446,2022-08-31,2022-09-09,0,False,True
2022-09-12,1.446,2022-08-31,2022-09-09,3,False,True
2022-09-13,1.446,2022-08-31,2022-09-09,4,False,True
2022-09-14,1.446,2022-08-31,2022-09-09,5,False,True
2022-09-15,1.446,2022-08-31,2022-09-09,6,False,True
2022-09-16,1.446,2022-08-31,2022-09-09,7,False,True
2022-09-19,1.446,2022-08-31,2022-09-09,10,False,True
2022-09-20,1.446,2022-08-31,2022-09-09,11,False,True
2022-09-21,1.446,2022-08-31,2022-09-09,12,False,True
2022-09-22,1.446,2022-08-31,2022-09-09,13,False,True
2022-09-23,1.446,2022-08-31,2022-09-09,14,False,True
2022-09-26,1.446,2022-08-31,2022-09-09,17,False,True
2022-09-27,1.446,2022-08-31,2022-09-09,18,False,True
2022-09-28,1.446,2022-08-31,2022-09-09,19,False,True
2022-09-29,1.446,2022-08-31,2022-09-09,20,False,True
2022-09-30,1.446,2022-08-31,2022-09-09,21,False,True
2022-10-03,1.446,2022-08-31,2022-09-09,24,False,True
2022-10-04,1.446,2022-08-31,2022-09-09,25,False,True
2022-10-05,1.446,2022-08-31,2022-09-09,26,False,True
2022-10-06,1.446,2022-08-31,2022-09-09,27,False,True
2022-10-07,0.927,2022-09-30,2022-10-07,0,False,True
2022-10-10,0.927,2022-09-30,2022-10-07,3,False,True
2022-10-11,0.927,2022-09-30,2022-10-07,4,False,True
2022-10-12,0.927,2022-09-30,2022-10-07,5,False,True
2022-10-13,0.927,2022-09-30,2022-10-07,6,False,True
2022-10-14,0.927,2022-09-30,2022-10-07,7,False,True
2022-10-17,0.927,2022-09-30,2022-10-07,10,False,True
2022-10-18,0.927,2022-09-30,2022-10-07,11,False,True
2022-10-19,0.927,2022-09-30,2022-10-07,12,False,True
2022-10-20,0.927,2022-09-30,2022-10-07,13,False,True
2022-10-21,0.927,2022-09-30,2022-10-07,14,False,True
2022-10-24,0.927,2022-09-30,2022-10-07,17,False,True
2022-10-25,0.927,2022-09-30,2022-10-07,18,False,True
2022-10-26,0.927,2022-09-30,2022-10-07,19,False,True
2022-10-27,0.927,2022-09-30,2022-10-07,20,False,True
2022-10-28,0.927,2022-09-30,2022-10-07,21,False,True
2022-10-31,0.927,2022-09-30,2022-10-07,24,False,True
2022-11-01,0.927,2022-09-30,2022-10-07,25,False,True
2022-11-02,0.927,2022-09-30,2022-10-07,26,False,True
2022-11-03,0.927,2022-09-30,2022-10-07,27,False,True
2022-11-04,0.927,2022-09-30,2022-10-07,28,False,True
2022-11-07,0.927,2022-09-30,2022-10-07,31,False,True
2022-11-09,1.308,2022-10-31,2022-11-09,0,False,True
2022-11-10,1.308,2022-10-31,2022-11-09,1,False,True
2022-11-11,1.308,2022-10-31,2022-11-09,2,False,True
2022-11-14,1.308,2022-10-31,2022-11-09,5,False,True
2022-11-15,1.308,2022-10-31,2022-11-09,6,False,True
2022-11-16,1.308,2022-10-31,2022-11-09,7,False,True
2022-11-17,1.308,2022-10-31,2022-11-09,8,False,True
2022-11-18,1.308,2022-10-31,2022-11-09,9,False,True
2022-11-21,1.308,2022-10-31,2022-11-09,12,False,True
2022-11-22,1.308,2022-10-31,2022-11-09,13,False,True
2022-11-23,1.308,2022-10-31,2022-11-09,14,False,True
2022-11-25,1.308,2022-10-31,2022-11-09,16,False,True
