date,savg_f
2015-01-01,39.08
2015-01-02,40.32
2015-01-03,41.57
2015-01-04,39.0
2015-01-05,36.51
2015-01-06,36.68
2015-01-07,36.11
2015-01-08,34.83
2015-01-09,34.51
2015-01-10,34.07
2015-01-11,34.24
2015-01-12,35.15
2015-01-13,35.06
2015-01-14,35.07
2015-01-15,37.03
2015-01-16,37.79
2015-01-17,40.32
2015-01-18,40.46
2015-01-19,42.07
2015-01-20,42.19
2015-01-21,41.1
2015-01-22,42.87
2015-01-23,40.52
2015-01-24,
2015-01-25,43.57
2015-01-26,42.31
2015-01-27,44.01
2015-01-28,46.52
2015-01-29,46.87
2015-01-30,43.89
2015-01-31,44.61
2015-02-01,43.9
2015-02-02,39.41
2015-02-03,40.1
2015-02-04,41.4
2015-02-05,39.51
2015-02-06,40.79
2015-02-07,43.87
2015-02-08,46.01
2015-02-09,46.12
2015-02-10,45.71
2015-02-11,45.03
2015-02-12,42.49
2015-02-13,43.45
2015-02-14,44.82
2015-02-15,43.85
2015-02-16,40.92
2015-02-17,38.4
2015-02-18,37.6
2015-02-19,38.2
2015-02-20,39.46
2015-02-21,42.41
2015-02-22,41.43
2015-02-23,39.51
2015-02-24,39.85
2015-02-25,
2015-02-26,39.39
2015-02-27,36.53
2015-02-28,36.14
2015-03-01,37.2
2015-03-02,37.33
2015-03-03,40.43
2015-03-04,40.24
2015-03-05,38.77
2015-03-06,40.31
2015-03-07,43.31
2015-03-08,45.39
2015-03-09,45.68
2015-03-10,48.51
2015-03-11,49.8
2015-03-12,50.77
2015-03-13,50.67
2015-03-14,51.78
2015-03-15,51.9
2015-03-16,
2015-03-17,54.46
2015-03-18,53.4
2015-03-19,52.43
2015-03-20,52.48
2015-03-21,52.92
2015-03-22,55.84
2015-03-23,57.43
2015-03-24,59.08
2015-03-25,57.89
2015-03-26,56.53
2015-03-27,55.11
2015-03-28,56.28
2015-03-29,56.66
2015-03-30,57.11
2015-03-31,60.72
2015-04-01,62.33
2015-04-02,64.59
2015-04-03,63.32
2015-04-04,58.86
2015-04-05,57.07
2015-04-06,59.38
2015-04-07,64.53
2015-04-08,65.44
2015-04-09,65.58
2015-04-10,
2015-04-11,60.62
2015-04-12,61.63
2015-04-13,61.55
2015-04-14,59.16
2015-04-15,60.8
2015-04-16,62.43
2015-04-17,64.35
2015-04-18,65.51
2015-04-19,63.77
2015-04-20,61.36
2015-04-21,61.79
2015-04-22,61.32
2015-04-23,60.6
2015-04-24,61.62
2015-04-25,63.81
2015-04-26,64.29
2015-04-27,61.64
2015-04-28,59.58
2015-04-29,60.23
2015-04-30,61.71
2015-05-01,62.9
2015-05-02,64.25
2015-05-03,65.35
2015-05-04,66.47
2015-05-05,
2015-05-06,66.14
2015-05-07,68.13
2015-05-08,68.79
2015-05-09,67.77
2015-05-10,67.72
2015-05-11,67.62
2015-05-12,66.51
2015-05-13,65.11
2015-05-14,67.3
2015-05-15,70.24
2015-05-16,71.45
2015-05-17,72.55
2015-05-18,74.28
2015-05-19,70.25
2015-05-20,67.77
2015-05-21,66.7
2015-05-22,64.51
2015-05-23,65.66
2015-05-24,66.5
2015-05-25,68.05
2015-05-26,69.36
2015-05-27,72.82
2015-05-28,72.2
2015-05-29,71.68
2015-05-30,69.57
2015-05-31,69.43
2015-06-01,70.12
2015-06-02,72.77
2015-06-03,74.78
2015-06-04,75.82
2015-06-05,76.65
2015-06-06,77.19
2015-06-07,77.82
2015-06-08,78.6
2015-06-09,77.81
2015-06-10,78.91
2015-06-11,79.03
2015-06-12,79.12
2015-06-13,75.47
2015-06-14,76.55
2015-06-15,76.84
2015-06-16,76.92
2015-06-17,76.36
2015-06-18,74.84
2015-06-19,76.11
2015-06-20,78.69
2015-06-21,79.49
2015-06-22,79.96
2015-06-23,80.67
2015-06-24,81.11
2015-06-25,
2015-06-26,82.17
2015-06-27,81.19
2015-06-28,81.22
2015-06-29,82.18
2015-06-30,82.69
2015-07-01,83.99
2015-07-02,83.2
2015-07-03,82.39
2015-07-04,82.94
2015-07-05,83.64
2015-07-06,83.54
2015-07-07,80.33
2015-07-08,75.39
2015-07-09,75.97
2015-07-10,78.43
2015-07-11,80.55
2015-07-12,81.6
2015-07-13,82.86
2015-07-14,83.89
2015-07-15,84.29
2015-07-16,
2015-07-17,83.88
2015-07-18,84.14
2015-07-19,84.61
2015-07-20,84.49
2015-07-21,81.35
2015-07-22,82.15
2015-07-23,82.66
2015-07-24,84.28
2015-07-25,84.47
2015-07-26,84.32
2015-07-27,83.88
2015-07-28,83.87
2015-07-29,83.58
2015-07-30,83.2
2015-07-31,82.45
2015-08-01,81.8
2015-08-02,80.78
2015-08-03,81.07
2015-08-04,80.08
2015-08-05,80.55
2015-08-06,82.14
2015-08-07,83.0
2015-08-08,83.17
2015-08-09,83.0
2015-08-10,82.19
2015-08-11,81.41
2015-08-12,79.6
2015-08-13,78.67
2015-08-14,79.68
2015-08-15,78.89
2015-08-16,78.76
2015-08-17,79.41
2015-08-18,
2015-08-19,76.09
2015-08-20,74.01
2015-08-21,75.32
2015-08-22,75.7
2015-08-23,76.34
2015-08-24,75.34
2015-08-25,74.68
2015-08-26,76.44
2015-08-27,76.54
2015-08-28,75.11
2015-08-29,76.54
2015-08-30,77.84
2015-08-31,78.38
2015-09-01,79.06
2015-09-02,79.72
2015-09-03,80.12
2015-09-04,80.69
2015-09-05,81.49
2015-09-06,82.43
2015-09-07,83.11
2015-09-08,81.0
2015-09-09,79.56
2015-09-10,79.76
2015-09-11,77.95
2015-09-12,74.82
2015-09-13,74.35
2015-09-14,72.94
2015-09-15,73.81
2015-09-16,75.94
2015-09-17,76.98
2015-09-18,76.55
2015-09-19,74.65
2015-09-20,72.84
2015-09-21,74.14
2015-09-22,75.65
2015-09-23,75.88
2015-09-24,75.67
2015-09-25,75.18
2015-09-26,74.49
2015-09-27,73.64
2015-09-28,73.56
2015-09-29,
2015-09-30,72.91
2015-10-01,71.05
2015-10-02,68.85
2015-10-03,67.46
2015-10-04,67.18
2015-10-05,66.03
2015-10-06,66.69
2015-10-07,67.76
2015-10-08,
2015-10-09,68.89
2015-10-10,67.2
2015-10-11,68.8
2015-10-12,69.44
2015-10-13,66.72
2015-10-14,67.22
2015-10-15,
2015-10-16,67.06
2015-10-17,65.6
2015-10-18,64.93
2015-10-19,
2015-10-20,66.72
2015-10-21,68.09
2015-10-22,68.58
2015-10-23,69.17
2015-10-24,66.81
2015-10-25,62.91
2015-10-26,61.11
2015-10-27,63.04
2015-10-28,62.61
2015-10-29,60.96
2015-10-30,58.18
2015-10-31,59.44
2015-11-01,58.91
2015-11-02,59.99
2015-11-03,62.15
2015-11-04,62.78
2015-11-05,63.93
2015-11-06,61.07
2015-11-07,57.91
2015-11-08,56.51
2015-11-09,56.39
2015-11-10,57.85
2015-11-11,60.83
2015-11-12,57.03
2015-11-13,54.91
2015-11-14,54.78
2015-11-15,55.78
2015-11-16,56.66
2015-11-17,
2015-11-18,56.43
2015-11-19,54.27
2015-11-20,53.22
2015-11-21,52.84
2015-11-22,49.26
2015-11-23,50.01
2015-11-24,51.3
2015-11-25,54.5
2015-11-26,57.39
2015-11-27,50.16
2015-11-28,47.0
2015-11-29,47.04
2015-11-30,47.94
2015-12-01,46.49
2015-12-02,46.03
2015-12-03,45.29
2015-12-04,45.71
2015-12-05,46.57
2015-12-06,47.43
2015-12-07,46.4
2015-12-08,48.33
2015-12-09,48.43
2015-12-10,50.32
2015-12-11,50.45
2015-12-12,54.21
2015-12-13,56.07
2015-12-14,52.31
2015-12-15,51.09
2015-12-16,48.83
2015-12-17,45.14
2015-12-18,44.07
2015-12-19,44.62
2015-12-20,47.38
2015-12-21,49.17
2015-12-22,47.03
2015-12-23,50.3
2015-12-24,48.6
2015-12-25,46.89
2015-12-26,50.46
2015-12-27,45.96
2015-12-28,43.01
2015-12-29,41.52
2015-12-30,41.56
2015-12-31,41.61
2016-01-01,40.41
2016-01-02,40.39
2016-01-03,40.0
2016-01-04,38.85
2016-01-05,38.3
2016-01-06,40.21
2016-01-07,43.12
2016-01-08,43.92
2016-01-09,42.21
2016-01-10,38.35
2016-01-11,37.67
2016-01-12,39.25
2016-01-13,39.62
2016-01-14,41.53
2016-01-15,42.66
2016-01-16,41.42
2016-01-17,38.94
2016-01-18,37.94
2016-01-19,38.19
2016-01-20,38.78
2016-01-21,39.18
2016-01-22,38.2
2016-01-23,38.89
2016-01-24,40.39
2016-01-25,42.09
2016-01-26,39.88
2016-01-27,
2016-01-28,41.45
2016-01-29,42.77
2016-01-30,44.44
2016-01-31,46.87
2016-02-01,45.45
2016-02-02,46.82
2016-02-03,43.76
2016-02-04,41.19
2016-02-05,41.96
2016-02-06,43.75
2016-02-07,43.68
2016-02-08,42.89
2016-02-09,41.68
2016-02-10,41.93
2016-02-11,
2016-02-12,
2016-02-13,
2016-02-14,
2016-02-15,
2016-02-16,
2016-02-17,46.18
2016-02-18,49.05
2016-02-19,52.33
2016-02-20,53.78
2016-02-21,53.11
2016-02-22,50.56
2016-02-23,49.21
2016-02-24,47.16
2016-02-25,45.71
2016-02-26,44.81
2016-02-27,47.18
2016-02-28,50.53
2016-02-29,50.09
2016-03-01,51.45
2016-03-02,49.33
2016-03-03,50.05
2016-03-04,49.7
2016-03-05,50.76
2016-03-06,51.78
2016-03-07,54.51
2016-03-08,55.3
2016-03-09,55.02
2016-03-10,55.68
2016-03-11,54.59
2016-03-12,56.34
2016-03-13,56.78
2016-03-14,
2016-03-15,57.14
2016-03-16,54.42
2016-03-17,54.72
2016-03-18,53.49
2016-03-19,51.21
2016-03-20,49.67
2016-03-21,49.92
2016-03-22,53.11
2016-03-23,56.8
2016-03-24,54.87
2016-03-25,53.31
2016-03-26,55.77
2016-03-27,55.1
2016-03-28,53.43
2016-03-29,54.87
2016-03-30,58.53
2016-03-31,58.07
2016-04-01,55.65
2016-04-02,54.43
2016-04-03,56.4
2016-04-04,
2016-04-05,59.13
2016-04-06,60.6
2016-04-07,
2016-04-08,58.93
2016-04-09,58.63
2016-04-10,62.39
2016-04-11,62.15
2016-04-12,59.93
2016-04-13,59.87
2016-04-14,60.21
2016-04-15,61.36
2016-04-16,62.41
2016-04-17,62.17
2016-04-18,62.36
2016-04-19,62.9
2016-04-20,63.71
2016-04-21,63.47
2016-04-22,63.6
2016-04-23,64.46
2016-04-24,65.19
2016-04-25,66.88
2016-04-26,67.9
2016-04-27,67.29
2016-04-28,65.93
2016-04-29,65.84
2016-04-30,66.16
2016-05-01,64.05
2016-05-02,62.96
2016-05-03,62.98
2016-05-04,64.96
2016-05-05,65.42
2016-05-06,67.17
2016-05-07,68.82
2016-05-08,68.03
2016-05-09,69.01
2016-05-10,70.59
2016-05-11,72.83
2016-05-12,73.19
2016-05-13,71.63
2016-05-14,71.02
2016-05-15,70.54
2016-05-16,68.3
2016-05-17,66.7
2016-05-18,66.51
2016-05-19,64.64
2016-05-20,66.1
2016-05-21,68.9
2016-05-22,71.3
2016-05-23,70.75
2016-05-24,71.72
2016-05-25,73.65
2016-05-26,75.96
2016-05-27,74.47
2016-05-28,74.69
2016-05-29,76.21
2016-05-30,76.24
2016-05-31,75.69
2016-06-01,75.25
2016-06-02,74.96
2016-06-03,74.82
2016-06-04,75.54
2016-06-05,74.62
2016-06-06,74.87
2016-06-07,75.83
2016-06-08,77.26
2016-06-09,
2016-06-10,79.32
2016-06-11,80.34
2016-06-12,80.12
2016-06-13,
2016-06-14,80.9
2016-06-15,84.11
2016-06-16,85.41
2016-06-17,86.76
2016-06-18,85.93
2016-06-19,85.34
2016-06-20,85.81
2016-06-21,86.79
2016-06-22,87.33
2016-06-23,88.07
2016-06-24,87.21
2016-06-25,86.85
2016-06-26,86.81
2016-06-27,85.54
2016-06-28,85.68
2016-06-29,
2016-06-30,85.6
2016-07-01,82.7
2016-07-02,84.0
2016-07-03,82.82
2016-07-04,82.18
2016-07-05,84.31
2016-07-06,85.14
2016-07-07,85.36
2016-07-08,82.08
2016-07-09,82.52
2016-07-10,83.35
2016-07-11,83.51
2016-07-12,83.58
2016-07-13,84.23
2016-07-14,79.34
2016-07-15,79.94
2016-07-16,81.63
2016-07-17,82.31
2016-07-18,82.34
2016-07-19,82.92
2016-07-20,83.63
2016-07-21,83.83
2016-07-22,84.24
2016-07-23,84.41
2016-07-24,84.77
2016-07-25,84.86
2016-07-26,
2016-07-27,82.87
2016-07-28,83.31
2016-07-29,81.75
2016-07-30,80.7
2016-07-31,81.65
2016-08-01,82.5
2016-08-02,82.72
2016-08-03,83.35
2016-08-04,83.85
2016-08-05,84.51
2016-08-06,82.79
2016-08-07,83.17
2016-08-08,82.69
2016-08-09,82.84
2016-08-10,82.93
2016-08-11,83.65
2016-08-12,83.02
2016-08-13,81.15
2016-08-14,78.22
2016-08-15,78.15
2016-08-16,78.11
2016-08-17,79.11
2016-08-18,79.81
2016-08-19,80.21
2016-08-20,79.12
2016-08-21,76.35
2016-08-22,76.25
2016-08-23,78.29
2016-08-24,
2016-08-25,80.22
2016-08-26,78.31
2016-08-27,77.91
2016-08-28,79.9
2016-08-29,79.44
2016-08-30,79.3
2016-08-31,79.17
2016-09-01,78.68
2016-09-02,77.87
2016-09-03,76.66
2016-09-04,77.29
2016-09-05,78.62
2016-09-06,79.69
2016-09-07,79.71
2016-09-08,80.52
2016-09-09,80.82
2016-09-10,78.35
2016-09-11,74.9
2016-09-12,75.46
2016-09-13,76.8
2016-09-14,76.83
2016-09-15,76.43
2016-09-16,75.96
2016-09-17,75.04
2016-09-18,75.8
2016-09-19,
2016-09-20,79.18
2016-09-21,79.32
2016-09-22,78.14
2016-09-23,77.33
2016-09-24,77.69
2016-09-25,75.9
2016-09-26,73.11
2016-09-27,71.25
2016-09-28,71.36
2016-09-29,69.63
2016-09-30,68.58
2016-10-01,69.24
2016-10-02,70.03
2016-10-03,70.14
2016-10-04,70.59
2016-10-05,71.99
2016-10-06,73.36
2016-10-07,69.13
2016-10-08,66.33
2016-10-09,66.78
2016-10-10,67.32
2016-10-11,67.23
2016-10-12,67.65
2016-10-13,64.64
2016-10-14,66.0
2016-10-15,68.56
2016-10-16,70.24
2016-10-17,71.33
2016-10-18,71.02
2016-10-19,70.48
2016-10-20,68.51
2016-10-21,64.94
2016-10-22,64.25
2016-10-23,64.84
2016-10-24,65.4
2016-10-25,66.92
2016-10-26,67.42
2016-10-27,67.39
2016-10-28,67.94
2016-10-29,67.91
2016-10-30,66.88
2016-10-31,66.25
2016-11-01,67.56
2016-11-02,69.2
2016-11-03,68.8
2016-11-04,67.54
2016-11-05,66.32
2016-11-06,64.74
2016-11-07,65.28
2016-11-08,65.04
2016-11-09,63.02
2016-11-10,59.91
2016-11-11,60.01
2016-11-12,58.77
2016-11-13,57.39
2016-11-14,58.71
2016-11-15,58.32
2016-11-16,58.62
2016-11-17,60.55
2016-11-18,59.61
2016-11-19,55.09
2016-11-20,53.32
2016-11-21,53.87
2016-11-22,57.0
2016-11-23,56.07
2016-11-24,53.73
2016-11-25,53.29
2016-11-26,51.34
2016-11-27,53.38
2016-11-28,54.68
2016-11-29,53.16
2016-11-30,50.96
2016-12-01,49.24
2016-12-02,49.8
2016-12-03,51.79
2016-12-04,51.93
2016-12-05,49.64
2016-12-06,49.55
2016-12-07,47.47
2016-12-08,44.58
2016-12-09,42.16
2016-12-10,44.14
2016-12-11,46.98
2016-12-12,45.59
2016-12-13,45.58
2016-12-14,44.0
2016-12-15,42.22
2016-12-16,44.45
2016-12-17,45.26
2016-12-18,40.29
2016-12-19,37.98
2016-12-20,39.06
2016-12-21,41.04
2016-12-22,41.39
2016-12-23,43.57
2016-12-24,44.9
2016-12-25,50.23
2016-12-26,50.45
2016-12-27,46.29
2016-12-28,46.91
2016-12-29,45.45
2016-12-30,43.42
2016-12-31,45.16
2017-01-01,44.77
2017-01-02,48.9
2017-01-03,47.37
2017-01-04,43.42
2017-01-05,41.68
2017-01-06,40.05
2017-01-07,38.31
2017-01-08,37.69
2017-01-09,39.56
2017-01-10,45.15
2017-01-11,46.05
2017-01-12,46.48
2017-01-13,43.8
2017-01-14,42.52
2017-01-15,42.41
2017-01-16,45.53
2017-01-17,44.86
2017-01-18,45.77
2017-01-19,
2017-01-20,48.84
2017-01-21,48.15
2017-01-22,48.84
2017-01-23,46.42
2017-01-24,47.7
2017-01-25,46.8
2017-01-26,43.59
2017-01-27,42.0
2017-01-28,42.34
2017-01-29,43.62
2017-01-30,44.12
2017-01-31,46.17
2017-02-01,45.89
2017-02-02,44.77
2017-02-03,43.67
2017-02-04,42.63
2017-02-05,44.39
2017-02-06,48.52
2017-02-07,50.46
2017-02-08,47.99
2017-02-09,45.27
2017-02-10,47.68
2017-02-11,52.53
2017-02-12,52.18
2017-02-13,49.48
2017-02-14,48.29
2017-02-15,46.85
2017-02-16,47.43
2017-02-17,49.14
2017-02-18,51.76
2017-02-19,52.91
2017-02-20,55.37
2017-02-21,53.44
2017-02-22,52.96
2017-02-23,54.69
2017-02-24,52.99
2017-02-25,48.64
2017-02-26,48.6
2017-02-27,50.06
2017-02-28,55.01
2017-03-01,53.34
2017-03-02,49.74
2017-03-03,49.63
2017-03-04,50.93
2017-03-05,52.94
2017-03-06,56.16
2017-03-07,53.96
2017-03-08,52.22
2017-03-09,55.59
2017-03-10,55.7
2017-03-11,52.86
2017-03-12,49.99
2017-03-13,50.04
2017-03-14,48.48
2017-03-15,49.05
2017-03-16,51.6
2017-03-17,56.1
2017-03-18,57.08
2017-03-19,59.84
2017-03-20,62.48
2017-03-21,62.66
2017-03-22,60.98
2017-03-23,61.12
2017-03-24,62.5
2017-03-25,59.22
2017-03-26,57.16
2017-03-27,59.44
2017-03-28,58.94
2017-03-29,59.07
2017-03-30,55.97
2017-03-31,55.32
2017-04-01,57.5
2017-04-02,59.27
