year,month,zip_path,zip_sha256,member,vol_sha256,source_url
2018,nov,research/gathering/raw/091-tmas/20260911T123706Z/zips/nov_2018_ccs_data.zip,d31167fc3828e1bcbf69ae26a7bf4a6c365bf20a01456196741f1f81b76e3dd8,11. NOV/OK_NOV_2018 (TMAS).VOL,b5abd49cb3c0c58ac3e440997e1780dd2cd1d9da3d0a73f5777f9e7377b10299,https://www.fhwa.dot.gov/policyinformation/tables/tmasdata/2018/nov_2018_ccs_data.zip
2018,dec,research/gathering/raw/091-tmas/20260911T123706Z/zips/dec_2018_ccs_data.zip,6c168bb963b6788c29c605dbfffe52a23eaa2a987cfb238dcc8edfdea726d39b,12. DEC/OK_DEC_2018 (TMAS).VOL,215eb944a01322be58c891019815d605ce1b866f665e07db8f9e8c385017cb93,https://www.fhwa.dot.gov/policyinformation/tables/tmasdata/2018/dec_2018_ccs_data.zip
2019,jan,research/gathering/raw/091-tmas/20260912T012812Z/zips/jan_2019_ccs_data.zip,9a744526804c959c21f1ad42a3e2f0846f54d23763ce0a033fbc73747e2be589,january_2019/OK0119.VOL,aa12461bc889740af347c654fcd175c7bf93355049f78852bb551b00f5e827e8,https://www.fhwa.dot.gov/policyinformation/tables/tmasdata/2019/jan_2019_ccs_data.zip
2019,feb,research/gathering/raw/091-tmas/20260912T012812Z/zips/feb_2019_ccs_data.zip,55e258c0426db77210a20dabb42362c5b692a6f0fd767934254d55b947980862,february_2019/OK0219.VOL,8e34b816800b7f61f2968228869b18f5dfb3494876f65f200b03cedac22aeafc,https://www.fhwa.dot.gov/policyinformation/tables/tmasdata/2019/feb_2019_ccs_data.zip
2019,mar,research/gathering/raw/091-tmas/20260912T012812Z/zips/mar_2019_ccs_data.zip,655052fda0daa5908e0186b6a403de6e5692e685429cf5882633db21cc4a55a1,march_2019/OK0319.VOL,f42777823039c118d330777fdabaa19747bcbc523591b21fd75de6dca611323d,https://www.fhwa.dot.gov/policyinformation/tables/tmasdata/2019/mar_2019_ccs_data.zip
2019,apr,research/gathering/raw/091-tmas/20260912T012812Z/zips/apr_2019_ccs_data.zip,1d39a07404b0c95560714d3b3940f8f93f72c6f5885f7aeb0d1b6b3e0c610651,april_2019/OK0419.VOL,4cdcfafa6eb762fa61288d862aa07beb0fb39a2da75960b66305c1eb9f4f064b,https://www.fhwa.dot.gov/policyinformation/tables/tmasdata/2019/apr_2019_ccs_data.zip
2019,may,research/gathering/raw/091-tmas/20260912T012812Z/zips/may_2019_ccs_data.zip,29cd4c598f1da776ad3c66f94738600095274c4245079dde53fa0195b82c87a8,may_2019/OK0519.VOL,a191e72c2659e84341dae352b93ab0d46d3b34cb1946f09f69fba2dce0e98063,https://www.fhwa.dot.gov/policyinformation/tables/tmasdata/2019/may_2019_ccs_data.zip
2019,jun,research/gathering/raw/091-tmas/20260912T012812Z/zips/jun_2019_ccs_data.zip,8bd22364170ecb907cda3153f8beb76527db2a687386a1c91fccf4fc429ab7f7,june_2019/OK0619.VOL,7bc055d739029752b62761679a18369672b9dc5ac4fafeb21d9122dd9ebed313,https://www.fhwa.dot.gov/policyinformation/tables/tmasdata/2019/jun_2019_ccs_data.zip
2019,jul,research/gathering/raw/091-tmas/20260912T012812Z/zips/jul_2019_ccs_data.zip,f7fe995724eef2377acd2ea734beeefb37417c681df268789970f119faf94dd4,july_2019/OK0719.VOL,f94f1d8f40940ffea94eabd1cc9ead6b26c2fe694d6d354b81dca27869453074,https://www.fhwa.dot.gov/policyinformation/tables/tmasdata/2019/jul_2019_ccs_data.zip
2019,aug,research/gathering/raw/091-tmas/20260912T012812Z/zips/aug_2019_ccs_data.zip,c9550364e6bf13a5a9ac5843766d44d795ae0486a3abdeb3804ab4cb53db2b79,august_2019/OK0819.VOL,8a35b24e1025120863ef184f30d0de7f7ed87680ce7281e51337a2fbdd3ae8da,https://www.fhwa.dot.gov/policyinformation/tables/tmasdata/2019/aug_2019_ccs_data.zip
2019,sep,research/gathering/raw/091-tmas/20260912T012812Z/zips/sep_2019_ccs_data.zip,9d98a192a762af7d610acaa27d2368584415103d11589873df50249472d22987,september_2019/OK0919.VOL,ba5e512991dc003e40c5a2d5d0a35cd1c5bb22646e17d323fbd4c2b40e39c066,https://www.fhwa.dot.gov/policyinformation/tables/tmasdata/2019/sep_2019_ccs_data.zip
2019,oct,research/gathering/raw/091-tmas/20260912T012812Z/zips/oct_2019_ccs_data.zip,360c6fe4e4e9412c805ec4f9a754ef83a0548492e0890ee8e9770180b0022bec,october_2019/OK1019.VOL,4471d63d0d24bde0be70cf95f30f6147b66236f9aa6305e454e5deda51f5871f,https://www.fhwa.dot.gov/policyinformation/tables/tmasdata/2019/oct_2019_ccs_data.zip
2019,nov,research/gathering/raw/091-tmas/20260912T012812Z/zips/nov_2019_ccs_data.zip,ba0b48cfdc7a295b4d5b04bc078afb437b983c0c5ecd829bf114cab3641416fd,november_2019/OK1119.VOL,5790ee555ffa6bcac3e3eb0e9cddfe242fb6867b755534791ed4e07afb68d05b,https://www.fhwa.dot.gov/policyinformation/tables/tmasdata/2019/nov_2019_ccs_data.zip
2019,dec,research/gathering/raw/091-tmas/20260912T012812Z/zips/dec_2019_ccs_data.zip,b53c34e861d6b024233497898c943954de1ed40347df09ed42c3be4708d0cf3f,december_2019/OK1219.VOL,013513b22b100802be9e28c50b24262a5fe8c16bca0ea1e93154a5a5df7d8f9a,https://www.fhwa.dot.gov/policyinformation/tables/tmasdata/2019/dec_2019_ccs_data.zip
2020,mar,research/gathering/raw/091-tmas/20260911T082500Z/zips/mar_2020_ccs_data.zip,5bcbffcc1833e89d2b9b7b7b0184f66b3f9ad4706825eca76cb7e7d5c432f15c,03 march_2020/OK_MAR_2020 (TMAS).VOL,f2284e1736496f3acd3b15ad150d97d95040107b34862009de70e15c73218c93,https://www.fhwa.dot.gov/policyinformation/tables/tmasdata/2020/mar_2020_ccs_data.zip
2023,jan,research/gathering/raw/091-tmas/20260911T082500Z/zips/jan_2023_ccs_data.zip,a1ac6438b9ee45bb3d9e35ff0334df01a5142d5655a9187510caa44801d0405e,OK_JAN_2023 (TMAS).VOL,9fe6c5cd5ce9d8f49ec3dfe4b5bfb6919fe51e2ed7c8c15df3e3ddd886ad47a1,https://www.fhwa.dot.gov/policyinformation/tables/tmasdata/2023/jan_2023_ccs_data.zip
2023,feb,research/gathering/raw/091-tmas/20260911T082500Z/zips/feb_2023_ccs_data.zip,83797bf8d592c3c8b006ba1a48a24444fd6d9d179ada55f8c79db4c5374e2552,OK_FEB_2023 (TMAS).VOL,ffffeadcfd28c0b5f5767b61396439b7e866af56864fec72ca00b3df1a53741f,https://www.fhwa.dot.gov/policyinformation/tables/tmasdata/2023/feb_2023_ccs_data.zip
2023,mar,research/gathering/raw/091-tmas/20260911T075705Z/zips/mar_2023_ccs_data.zip,017de6550a69674dbbc4030edcaf6231a32b70a2b572778b0b99f1fd7d6ce827,OK_MAR_2023 (TMAS).VOL,269373638d5b069ca2f411cc966e8196bf2733f1eb404b0df82380ce170d06b4,https://www.fhwa.dot.gov/policyinformation/tables/tmasdata/2023/mar_2023_ccs_data.zip
2023,apr,research/gathering/raw/091-tmas/20260911T082500Z/zips/apr_2023_ccs_data.zip,f9df202f8d387a57be7cf873303cf88cd92a39c14df94aeedbc083af97c6f435,OK_APR_2023 (TMAS).VOL,5444d8d8741f3e7fcd2cbc347c78a64166e1f3a9c29c30161933c6d58c7f816e,https://www.fhwa.dot.gov/policyinformation/tables/tmasdata/2023/apr_2023_ccs_data.zip
2023,may,research/gathering/raw/091-tmas/20260911T082500Z/zips/may_2023_ccs_data.zip,16a33d806f0687b84363d658e711c7b8deb0484b4adce96b2636a06aace98bb0,OK_MAY_2023 (TMAS).VOL,ad0b3d807af9c26febbc7b988cddef62db7b75914634acf831be83299bfe0e6e,https://www.fhwa.dot.gov/policyinformation/tables/tmasdata/2023/may_2023_ccs_data.zip
2023,jun,research/gathering/raw/091-tmas/20260911T082500Z/zips/jun_2023_ccs_data.zip,17eb68361f00f80f37077576dde47163ba3bce1859147b307b64906f0008af0e,OK_JUN_2023 (TMAS).VOL,c7de826ebab72a51078f67f32e7656ec3f359ace89a1917042538fb3976fd969,https://www.fhwa.dot.gov/policyinformation/tables/tmasdata/2023/jun_2023_ccs_data.zip
2023,jul,research/gathering/raw/091-tmas/20260911T082500Z/zips/jul_2023_ccs_data.zip,f38a221373681d1ccafdc4ca92ad47c7859da9fa4a02388484c73ae2792a08cd,OK_JUL_2023 (TMAS).VOL,7b8e82ad74c8dc58b60e2a5445395e52738d81a9fa779fd80311599cc93e6d92,https://www.fhwa.dot.gov/policyinformation/tables/tmasdata/2023/jul_2023_ccs_data.zip
