date,max_temp_f,min_temp_f,precip_in
2018-06-13,93,69.4,
2018-06-14,92.8,71.2,
2018-06-15,91.6,72,
2018-06-16,90.1,73.6,
2018-06-17,90.7,73.8,
2018-06-18,88.7,73.4,
2018-06-19,84.4,71.8,
2018-06-20,87.3,67.8,0.06
2018-06-21,90,67.5,
2018-06-22,83.8,60.6,0.25
2018-06-23,88.2,66.6,0.53
2018-06-24,76.5,64.6,0.97
2018-06-25,82.8,64.9,0.99
2018-06-26,91.8,71.6,
2018-06-27,94.8,76.3,
2018-06-28,95.5,73.6,
2018-06-29,92.1,73.9,
2018-06-30,92.3,70.3,0.35
2018-07-01,86.4,71.4,0.62
2018-07-02,92.8,72.5,
2018-07-03,95.4,72.7,
2018-07-04,90.7,71.8,
2018-07-05,92.7,70.7,
2018-07-06,94.3,73.4,
2018-07-07,91.6,71.2,
2018-07-08,89.8,66.4,
2018-07-09,92.3,67.5,
2018-07-10,92.8,69.8,
2018-07-11,94.1,70,
2018-07-12,95.2,71.8,
2018-07-13,92.7,69.4,
2018-07-14,90.7,74.1,0.13
2018-07-15,92.7,76.3,0.08
2018-07-16,94.1,73,
2018-07-17,93.4,76.6,
2018-07-18,88.9,73.4,0.1
2018-07-19,102.2,75.2,
2018-07-20,109.6,76.8,
2018-07-21,97.9,78.6,
2018-07-22,88.5,69.8,
2018-07-23,92.8,70.7,
2018-07-24,93,68.9,
2018-07-25,96.8,64.2,
2018-07-26,82.9,71.6,
2018-07-27,91.2,68,
2018-07-28,95.4,68.9,
2018-07-29,90.1,68.2,1.92
2018-07-30,85.3,66.2,1.34
2018-07-31,84.6,62.2,
2018-08-01,87.8,62.8,
2018-08-02,90.1,61.3,
2018-08-03,91.8,62.6,
2018-08-04,91.8,68.4,
2018-08-05,95,70.9,
2018-08-06,95.7,72.7,
2018-08-07,91,72.1,0.76
2018-08-08,83.7,70,
2018-08-09,90,64.9,
2018-08-10,92.8,68,
2018-08-11,89.4,66.4,
2018-08-12,82,66.2,0.44
2018-08-13,76.3,71.6,0.26
2018-08-14,81.9,70,0.14
2018-08-15,86.4,68.9,3.2
2018-08-16,93.2,69.8,0.22
2018-08-17,89.1,69.4,0.28
2018-08-18,88.5,68,
2018-08-19,83.3,69.4,3.4
2018-08-20,79.7,64.9,
2018-08-21,84.2,63.1,
2018-08-22,80.4,67.3,
2018-08-23,89.8,68.2,
2018-08-24,94.3,74.5,
2018-08-25,94.6,75.7,
2018-08-26,93.2,73.4,
2018-08-27,94.1,74.3,
2018-08-28,94.6,76.1,
2018-08-29,86,70.9,
2018-08-30,94.6,71.6,
2018-08-31,94.1,72.1,
2018-09-01,93.4,72,
2018-09-02,90.5,71.6,
2018-09-03,85.3,72.7,0.3
2018-09-04,83.1,71.6,4.52
2018-09-05,82.9,72.5,0.34
2018-09-06,83.5,71.2,0.02
2018-09-07,77,70.7,0.24
2018-09-08,71.8,64.8,
2018-09-09,76.3,60.8,
2018-09-10,76.8,57.7,
2018-09-11,82.4,61,
2018-09-12,81.7,62.6,
2018-09-13,83.5,70.7,
2018-09-14,89.8,66.2,
2018-09-15,85.3,68.9,
2018-09-16,89.6,68.4,
2018-09-17,91.2,67.5,
2018-09-18,91.8,69.8,
2018-09-19,92.3,69.1,
2018-09-20,91.2,69.8,
2018-09-21,76.3,59.9,4.5
2018-09-22,74.1,58.1,
2018-09-23,69.6,62.1,
2018-09-24,79.2,67.3,
2018-09-25,88,63.9,
2018-09-26,65.8,50.5,0.06
2018-09-27,73.4,45.3,
2018-09-28,74.3,54.1,
2018-09-29,77.5,58.6,
2018-09-30,82.4,68.9,
2018-10-01,86.5,68,
2018-10-02,87.1,66.7,
2018-10-03,89.4,70.2,
2018-10-04,84.9,64,
2018-10-05,89.2,62.8,
2018-10-06,76.5,58.1,0.02
2018-10-07,79.2,57.7,0.44
2018-10-08,80.6,69.8,0.02
2018-10-09,70.7,59,1
2018-10-10,60.8,46.9,
2018-10-11,62.1,42.4,
2018-10-12,60.8,50,0.38
2018-10-13,52.9,46.9,0.64
2018-10-14,57.9,37.4,0.04
2018-10-15,51.3,35.1,
2018-10-16,53.8,37.8,
2018-10-17,68.9,37.4,
2018-10-18,64.2,50.9,
2018-10-19,59,51.1,1.76
2018-10-20,71.4,45.9,0.02
2018-10-21,68.7,36.1,
2018-10-22,69.1,43.9,
2018-10-23,69.8,44.2,
2018-10-24,59.4,45.5,0.32
2018-10-25,51.8,47.5,0.18
2018-10-26,66.2,42.8,
2018-10-27,77.9,45.3,
2018-10-28,73.2,44.8,
2018-10-29,82,41.7,
2018-10-30,73.8,52.3,
2018-10-31,55.6,49.1,0.06
2018-11-01,58.1,43.9,0.12
2018-11-02,61.3,40.3,
2018-11-03,67.3,38.5,
2018-11-04,58.3,39.4,
2018-11-05,69.4,44.8,
2018-11-06,67.1,39.2,
2018-11-07,59.9,44.2,
2018-11-08,47.8,35.6,0.22
2018-11-09,49.6,24.8,
2018-11-10,50,20.1,
2018-11-11,48.9,41.7,
2018-11-12,42.8,30,0.24
2018-11-13,31.6,17.6,
2018-11-14,39.4,13.6,0.04
2018-11-15,67.8,21,
2018-11-16,66.6,29.5,
2018-11-17,64.6,35.6,
2018-11-18,35.6,29.7,
2018-11-19,52.7,23.9,
2018-11-20,54.5,27.3,
2018-11-21,60.6,27.9,
2018-11-22,62.8,32.7,
2018-11-23,66.2,45.7,
2018-11-24,73,32,
2018-11-25,58.1,27.5,
2018-11-26,43.9,22.1,
2018-11-27,46.8,21.6,
2018-11-28,61.7,28.8,
2018-11-29,63,30,
2018-11-30,64.9,35.6,0.46
2018-12-01,61.2,41,
2018-12-02,50.4,33.4,
2018-12-03,33.6,27.5,
2018-12-04,33.8,22.5,
2018-12-05,53.8,21.7,
2018-12-06,48,35.2,
2018-12-07,35.2,30.2,
2018-12-08,36,29.7,
2018-12-09,44.8,22.1,
2018-12-10,51.1,19.4,
2018-12-11,60.8,23.5,
2018-12-12,60.3,29.5,
2018-12-13,53.8,38.3,1.84
2018-12-14,49.5,34.7,0.02
2018-12-15,55.6,28,
2018-12-16,58.5,28.2,
2018-12-17,55.8,27.1,
2018-12-18,55.8,32,
2018-12-19,52.7,40.5,
2018-12-20,54,38.3,0.02
2018-12-21,55.4,28.9,
2018-12-22,57.2,32,
2018-12-23,49.1,32,
2018-12-24,54.1,27.3,
2018-12-25,55.9,27,0.04
2018-12-26,57.2,51.3,3.1
2018-12-27,52.3,28.6,0.02
2018-12-28,34.7,23.9,
2018-12-29,32.4,22.1,
2018-12-30,38.1,21.2,0.04
2018-12-31,44.6,29.8,0.62
2019-01-01,24.8,23.7,
2019-01-02,29.3,27.1,
2019-01-03,32,29.7,2.2
2019-01-04,48,32.4,
2019-01-05,64.8,37.4,
2019-01-06,64.9,57.6,
2019-01-07,66.4,37.2,
2019-01-08,57,37.6,
2019-01-09,51.3,28.6,
2019-01-10,46.9,42.4,
2019-01-11,39.7,38.5,1.34
2019-01-12,37,32.5,0.48
2019-01-13,34.7,31.5,
2019-01-14,41.7,28.4,
2019-01-15,54.3,42.3,
2019-01-16,48.2,45,
2019-01-17,50.2,35.8,
2019-01-18,57.7,37.4,0.6
2019-01-19,29.8,21.2,
2019-01-20,43.5,30.7,
2019-01-21,52.3,45,
2019-01-22,54.1,26.4,0.06
2019-01-23,39.6,23.4,
2019-01-24,43.9,23,
2019-01-25,34.9,23,
2019-01-26,55.4,27.1,
2019-01-27,58.3,42.4,
2019-01-28,44.1,21.4,
2019-01-29,45.1,29.7,
2019-01-30,33.6,21,
2019-01-31,48.2,37.8,
2019-02-01,50.2,47.5,
2019-02-02,64.4,56.3,
2019-02-03,70.7,60.1,
2019-02-04,45.5,37.6,
2019-02-05,35.8,32.4,
2019-02-06,35.4,32.2,
2019-02-07,25.7,16.2,0.14
2019-02-08,32,21.2,
2019-02-09,37.4,31.6,
2019-02-10,43.3,38.3,
2019-02-11,49.1,42.4,1.28
2019-02-12,50,32,
2019-02-13,61.5,49.6,
2019-02-14,66,36.1,
2019-02-15,29.8,22.1,
2019-02-16,32,25.9,
2019-02-17,43.9,25.7,
2019-02-18,37,30.4,
2019-02-19,32.9,30.9,0.14
2019-02-20,49.3,32.5,
2019-02-21,53.4,41,
2019-02-22,45.5,42.3,0.04
2019-02-23,61.9,35.2,0.08
2019-02-24,53.8,30.9,
2019-02-25,62.1,45.5,
2019-02-26,40.8,32,
2019-02-27,26.2,21.7,
2019-02-28,26.6,23.5,
2019-03-01,38.3,24.8,
2019-03-02,36.7,32.4,
2019-03-03,25.2,11.7,0.02
2019-03-04,22.8,11.5,
2019-03-05,40.1,23.9,
2019-03-06,52,17.1,
2019-03-07,61.9,36.5,
2019-03-08,52.2,42.4,
2019-03-09,67.8,41.5,0.38
2019-03-10,44.1,34.2,0.06
2019-03-11,61.9,38.3,
2019-03-12,57.2,51.4,0.04
2019-03-13,69.1,54.9,1.64
2019-03-14,57.7,41.9,
2019-03-15,51.8,32,
2019-03-16,60.8,25.5,
2019-03-17,68,30.2,
2019-03-18,67.5,34,
2019-03-19,70,37.8,
2019-03-20,60.1,40.1,0.12
2019-03-21,66,39.9,
2019-03-22,70,32,
2019-03-23,63.7,48.2,0.24
2019-03-24,66.4,48,
2019-03-25,58.6,43.7,
2019-03-26,66.6,34.9,0.04
2019-03-27,73.2,44.2,
2019-03-28,78.6,55.9,
2019-03-29,70.3,50,
2019-03-30,49.6,35.6,0.26
2019-03-31,51.4,28.4,
2019-04-01,56.5,32,
2019-04-02,72.9,36.5,
2019-04-03,69.3,48.4,0.06
2019-04-04,70.3,50.9,2.82
2019-04-05,74.7,43.2,
2019-04-06,70.7,56.5,
2019-04-07,74.3,53.2,
2019-04-08,80.2,54,
2019-04-09,88.2,47.5,
2019-04-10,87.3,68.5,
2019-04-11,76.1,36.5,
2019-04-12,58.1,31.5,
2019-04-13,50.4,41,2.62
2019-04-14,62.4,40.5,0.02
2019-04-15,78.4,46,
2019-04-16,73.8,58.6,
2019-04-17,78.8,57.4,0.62
2019-04-18,67.3,49.6,
2019-04-19,64.4,45.7,
2019-04-20,79.5,39.2,
2019-04-21,83.3,57.4,
2019-04-22,69.8,60.3,
2019-04-23,63.9,54.5,0.88
2019-04-24,60.8,52.9,0.02
2019-04-25,77.5,51.4,
2019-04-26,76.5,47.3,
2019-04-27,81.1,55.2,
2019-04-28,81.3,45.5,
2019-04-29,74.8,61.7,
2019-04-30,70.7,57.6,4.22
2019-05-01,74.3,59.5,0.12
2019-05-02,66,54.5,
2019-05-03,63.5,54.5,1.14
2019-05-04,69.4,52.7,
2019-05-05,77.4,50.2,
2019-05-06,82.6,57.9,1.06
2019-05-07,81.7,65.3,0.02
2019-05-08,71.8,58.6,3.3
2019-05-09,60.1,44.6,
2019-05-10,62.1,40.3,0.14
2019-05-11,59.7,50.2,0.64
2019-05-12,72.9,48.2,
2019-05-13,80.1,47.5,0.04
2019-05-14,83.5,57.6,
2019-05-15,87.1,59.2,
2019-05-16,86.2,63,
2019-05-17,83.3,64.2,
2019-05-18,73.9,61.5,1.94
2019-05-19,74.5,51.8,
2019-05-20,75.2,55.8,4.2
2019-05-21,74.8,57.6,4.64
2019-05-22,84.6,53.4,
2019-05-23,84.9,70,
2019-05-24,85.5,64.6,1.74
2019-05-25,84,64.4,1.88
2019-05-26,82,63.7,0.7
2019-05-27,82.4,69.8,
2019-05-28,81.7,69.3,
2019-05-29,70,62.1,0.44
2019-05-30,79.3,57.7,
2019-05-31,85.1,58.6,
2019-06-01,84.2,64.6,
2019-06-02,88,63.7,
2019-06-03,85.3,66.7,
2019-06-04,84.9,67.1,
2019-06-05,89.1,68.2,
2019-06-06,74.8,64.8,0.92
2019-06-07,84.2,64.4,0.2
2019-06-08,87.1,62.8,
2019-06-09,82,64.6,0.42
2019-06-10,77,55.8,
2019-06-11,79,54,
2019-06-12,80.4,61.5,0.08
2019-06-13,79.5,54.1,
2019-06-14,83.3,61.3,0.46
2019-06-15,85.6,67.3,0.02
2019-06-16,78.3,64.6,2.01
2019-06-17,81.9,66,
2019-06-18,86.5,63.7,
2019-06-19,83.3,64,0.2
2019-06-20,91,67.1,
2019-06-21,92.8,78.4,
2019-06-22,90.1,76.6,
2019-06-23,78.8,67.3,1.76
2019-06-24,82.4,61.7,
2019-06-25,87.8,64.9,
2019-06-26,88.5,70.9,
2019-06-27,90,71.1,
2019-06-28,91.8,73.4,
2019-06-29,93.2,69.8,
2019-06-30,87.4,68.4,
2019-07-01,88.5,68.2,
2019-07-02,90.1,71.1,
2019-07-03,88.9,69.8,0.36
2019-07-04,90,72.1,
2019-07-05,90.1,74.3,
2019-07-06,88.3,70.9,
2019-07-07,90.9,70,
2019-07-08,90.1,72.5,
2019-07-09,94.3,71.6,
2019-07-10,93.7,75.2,
2019-07-11,88.3,66.4,
2019-07-12,87.8,62.6,
2019-07-13,89.1,66.2,
2019-07-14,86.9,72.3,
2019-07-15,86.9,65.7,
2019-07-16,97.5,67.1,
2019-07-17,97.3,77.5,
2019-07-18,96.6,76.3,
2019-07-19,97.2,75.2,
2019-07-20,97.5,76.1,
2019-07-21,98.1,74.3,
2019-07-22,86.2,71.4,0.14
2019-07-23,85.1,61.7,
2019-07-24,86,57.4,
2019-07-25,87.4,63.5,
2019-07-26,88,64.2,
2019-07-27,90.7,63.5,
2019-07-28,95.5,64.6,
2019-07-29,94.5,75.9,0.1
2019-07-30,93.9,70.9,
2019-07-31,96.4,67.3,
2019-08-01,90.7,76.1,
2019-08-02,84.9,74.3,0.32
2019-08-03,82.6,68.9,5.38
2019-08-04,88.7,71.8,
2019-08-05,92.3,70.2,
2019-08-06,96.1,72.9,
2019-08-07,97.5,75.2,
2019-08-08,81.7,70,0.62
2019-08-09,86.2,73.4,0.68
2019-08-10,94.8,75.2,
2019-08-11,96.6,74.5,
2019-08-12,98.6,74.3,
2019-08-13,87.4,73.4,0.12
2019-08-14,90.9,69.8,
2019-08-15,92.5,69.1,
2019-08-16,93.9,73.9,
2019-08-17,93.4,75.9,0.46
2019-08-18,91.4,70.3,0.4
2019-08-19,97,75.6,
2019-08-20,96.3,73.2,
2019-08-21,95.9,73.4,
2019-08-22,80.1,67.3,1.06
2019-08-23,81.7,67.6,6.68
2019-08-24,85.3,68.9,
2019-08-25,83.8,67.5,0.56
2019-08-26,93.6,71.8,
2019-08-27,82.4,67.1,
2019-08-28,86.4,60.1,
2019-08-29,90.5,72,
2019-08-30,79.7,66.2,3.9
2019-08-31,78.1,62.8,
2019-09-01,88.2,66,
2019-09-02,90.3,67.6,
2019-09-03,91.8,66.6,
2019-09-04,91.4,66.9,
2019-09-05,91.2,67.1,
2019-09-06,93.2,66.4,
2019-09-07,80.1,72.3,
2019-09-08,92.5,72.5,
2019-09-09,91.6,70.3,
2019-09-10,89.1,72.7,
2019-09-11,90.1,71.8,
2019-09-12,90.5,67.6,1.92
2019-09-13,74.1,69.1,2.82
2019-09-14,,,
2019-09-15,83.5,83.5,
2019-09-16,,,
2019-09-17,,,
2019-09-18,90.9,72,
2019-09-19,88.3,68,
2019-09-20,79.5,70,0.05
2019-09-21,85.1,71.6,0.08
2019-09-22,83.7,72,0.22
2019-09-23,86.4,67.1,
2019-09-24,82.9,70.3,0.75
2019-09-25,91.4,68.4,
2019-09-26,81.5,67.1,0.64
2019-09-27,91.4,71.6,
2019-09-28,87.8,72.9,
2019-09-29,86.4,73.4,
2019-09-30,88.3,72.5,
2019-10-01,89.1,72.7,
2019-10-02,90.1,73,
2019-10-03,77.7,56.3,
2019-10-04,79.3,55.4,
2019-10-05,86.5,65.8,0.02
2019-10-06,65.3,52.9,
2019-10-07,71.1,43.7,
2019-10-08,75,41.9,
2019-10-09,76.5,56.5,0.02
2019-10-10,81.3,43.7,0.01
2019-10-11,54,32.2,0.01
2019-10-12,66.6,31.8,
2019-10-13,75.7,38.7,
2019-10-14,78.8,50.9,
2019-10-15,80.2,51.4,
2019-10-16,64,39.2,
2019-10-17,76.5,38.5,
2019-10-18,73.4,48.2,
2019-10-19,73.6,49.5,
2019-10-20,81.3,40.8,0.46
2019-10-21,68,39.7,
2019-10-22,68.9,37.6,
2019-10-23,75.9,40.8,0.04
2019-10-24,56.3,41.5,1.01
2019-10-25,45.9,41.2,0.81
2019-10-26,63.3,42.6,0.02
2019-10-27,74.1,41.2,
2019-10-28,45.7,37.2,
2019-10-29,38.3,32,0.47
2019-10-30,36.5,30.9,0.16
2019-10-31,45.3,22.6,
2019-11-01,59.7,28.8,
2019-11-02,56.3,32,
2019-11-03,66.2,30.6,
2019-11-04,65.5,37,
2019-11-05,67.1,38.3,
2019-11-06,63,46,1.75
2019-11-07,45.5,30.9,0.17
2019-11-08,50.2,25.7,
2019-11-09,69.8,35.2,
2019-11-10,73.4,45,
2019-11-11,58.6,19.4,
2019-11-12,33.1,13.8,
2019-11-13,51.8,21.7,
2019-11-14,53.6,26.2,
2019-11-15,57.9,23.2,
2019-11-16,62.6,30.4,
2019-11-17,62.4,36.3,
2019-11-18,72.1,33.1,
2019-11-19,72,36.3,
2019-11-20,67.1,53.6,0.03
2019-11-21,65.3,39.7,0.2
2019-11-22,39.6,35.1,0.15
2019-11-23,51.1,32,
2019-11-24,69.3,33.3,
2019-11-25,64,32.2,
2019-11-26,70,38.3,
2019-11-27,46.8,29.7,
2019-11-28,40.1,36.9,0.06
2019-11-29,49.3,39.9,0.06
2019-11-30,61.2,39.6,0.08
2019-12-01,46.2,33.8,
2019-12-02,48,26.8,
2019-12-03,55.4,30.9,
2019-12-04,63,33.3,
2019-12-05,68.9,46.6,
2019-12-06,54.1,32,
2019-12-07,57.9,25.5,
2019-12-08,62.4,44.8,
2019-12-09,49.5,31.8,
2019-12-10,45.3,25.9,
2019-12-11,53.6,22.5,
2019-12-12,56.3,38.3,
2019-12-13,59.2,36.5,
2019-12-14,45,31.1,
2019-12-15,35.6,31.1,
2019-12-16,31.5,28.4,
2019-12-17,45.1,19.4,
2019-12-18,54.1,24.6,
2019-12-19,58.3,28.4,
2019-12-20,52,34.2,
2019-12-21,46.4,29.8,
2019-12-22,53.6,26.2,
2019-12-23,65.5,24.6,
2019-12-24,68.5,40.6,
2019-12-25,70.5,47.5,
2019-12-26,62.4,37.9,
2019-12-27,51.4,34.7,
2019-12-28,61,45.1,0.58
2019-12-29,45.1,33.8,
2019-12-30,46.6,28.9,
2019-12-31,50.9,25.9,
2020-01-01,57.4,32,
2020-01-02,58,42.4,
2020-01-03,52.7,35.2,
2020-01-04,50.5,27.3,
2020-01-05,60.8,31.8,
2020-01-06,56.3,26.8,
2020-01-07,61,30,
2020-01-08,62.8,34.2,
2020-01-09,67.3,53.8,
2020-01-10,68.5,30.2,0.41
2020-01-11,32,21.7,0.01
2020-01-12,52.2,24.8,
2020-01-13,52.7,34.7,
2020-01-14,60.6,50.5,
2020-01-15,58.8,35.4,
2020-01-16,37.8,27.5,0.2
2020-01-17,51.4,33.8,0.98
2020-01-18,52.3,27.7,
2020-01-19,48.7,26.4,
2020-01-20,46,20.1,
2020-01-21,43,20.7,
2020-01-22,36.5,32.2,0.17
2020-01-23,53,35.8,
2020-01-24,44,26.8,
2020-01-25,56.7,26.6,0.06
2020-01-26,58,32.5,
2020-01-27,66.6,30.7,
2020-01-28,45.3,32.7,0.58
2020-01-29,39.4,32,
2020-01-30,39.2,28.2,
2020-01-31,51,27.3,
2020-02-01,60.8,27.5,
2020-02-02,78.3,42.4,
2020-02-03,68.5,39.2,
2020-02-04,38.5,30.9,
2020-02-05,31.5,25.5,0.13
2020-02-06,38.5,21.6,
2020-02-07,49.8,25,
2020-02-08,57.4,28.2,
2020-02-09,61.5,35.6,
2020-02-10,42.8,30.2,0.01
2020-02-11,44.8,33.8,
2020-02-12,40,35.6,0.19
2020-02-13,36.5,18.5,
2020-02-14,43,15.8,
2020-02-15,58.6,37,
2020-02-16,55.4,35,
2020-02-17,61,47.3,
2020-02-18,47.3,33,
2020-02-19,56,31.6,
2020-02-20,42.3,23.4,
2020-02-21,47,14,
2020-02-22,60.3,31.1,
2020-02-23,51.4,45.5,0.02
2020-02-24,54,39.6,0.01
2020-02-25,47,33.8,0.03
2020-02-26,41,22.1,
2020-02-27,57.4,20.8,
2020-02-28,63,29.1,
2020-02-29,73.2,28.6,
2020-03-01,76.6,49,
2020-03-02,56,35.6,
2020-03-03,65.8,34.2,
2020-03-04,56.5,40,
2020-03-05,66.6,28.4,
2020-03-06,62.2,32,
2020-03-07,69.3,30.4,
2020-03-08,60.8,44.8,0.22
2020-03-09,71,41.2,0.09
2020-03-10,69,32.7,
2020-03-11,75.2,56,
2020-03-12,79.5,56.3,
2020-03-13,55.6,42.3,0.05
2020-03-14,49.5,40,0.49
2020-03-15,46.6,39.2,
2020-03-16,50.5,43.2,0.13
2020-03-17,57.6,46.4,1.33
2020-03-18,75.4,52.7,0.15
2020-03-19,78.3,57.6,0.98
2020-03-20,61.7,36.7,
2020-03-21,55.4,30.2,0.02
2020-03-22,52.7,41.5,0.39
2020-03-23,61.2,51,
2020-03-24,69.8,48.6,0.21
2020-03-25,83,44,
2020-03-26,94,55.2,
2020-03-27,81.7,67,0.01
2020-03-28,69.4,51.4,0.28
2020-03-29,69.6,41.2,
2020-03-30,64.2,45.7,0.33
2020-03-31,65.3,47,0.06
2020-04-01,70.7,43,
2020-04-02,70,57.7,
2020-04-03,60.4,32.4,0.03
2020-04-04,41,34.7,
2020-04-05,66.6,39.6,
2020-04-06,71.6,57.2,
2020-04-07,87,56.8,
2020-04-08,90.3,52,
2020-04-09,68.5,51.4,
2020-04-10,67,39.2,
2020-04-11,72.7,51.4,0.06
2020-04-12,68.7,37.4,0.08
2020-04-13,45.7,32.7,
2020-04-14,48.4,33.6,
2020-04-15,62,33,
2020-04-16,71,45,
2020-04-17,62,33.6,
2020-04-18,68.4,28.8,
2020-04-19,70.2,48.6,
2020-04-20,77.4,45,
2020-04-21,79.7,45.3,0.02
2020-04-22,62.4,54.5,0.85
2020-04-23,80,56,
2020-04-24,77.7,55,0.01
2020-04-25,72,49.8,
2020-04-26,78.4,43.3,
2020-04-27,79,59.5,0.11
2020-04-28,85.3,59.7,0.21
2020-04-29,71,47.8,
2020-04-30,78.8,48,
2020-05-01,88,58,
2020-05-02,85.6,65.3,
2020-05-03,76,62.4,
2020-05-04,90.5,66.2,
2020-05-05,75.2,49.6,
2020-05-06,74,45.3,
2020-05-07,70.2,48,
2020-05-08,65.8,49,0.51
2020-05-09,68.7,38.7,
2020-05-10,63.7,47.3,
2020-05-11,56.7,46.6,
2020-05-12,51.4,46.4,0.06
2020-05-13,73.4,50.4,0.04
2020-05-14,83.5,65.5,0.01
2020-05-15,72.7,59.4,
2020-05-16,70,57.4,
2020-05-17,77.2,61.2,
2020-05-18,79.2,53.8,
2020-05-19,75.7,53.8,
2020-05-20,78.8,52.5,
2020-05-21,73,62,
2020-05-22,80.4,58.5,0.69
2020-05-23,85.8,68,
2020-05-24,84.4,64,0.13
2020-05-25,72,62.2,0.5
2020-05-26,70.7,60,0.47
2020-05-27,73.8,60.3,0.03
2020-05-28,73.4,62.8,0.3
2020-05-29,81,60,
2020-05-30,82,55,
2020-05-31,83.3,56.3,
2020-06-01,83.5,60,
2020-06-02,86.2,64.6,
2020-06-03,90.5,68.4,
2020-06-04,94.3,71,
2020-06-05,94,62.2,
2020-06-06,93.7,72.3,
2020-06-07,91,71.8,
2020-06-08,91.6,67,
2020-06-09,89.6,60.8,
2020-06-10,83.3,59.4,
2020-06-11,89,51.8,
2020-06-12,90.7,60,
2020-06-13,92.5,60,
2020-06-14,91.8,60.8,
2020-06-15,91,61.3,
2020-06-16,92,67,
2020-06-17,91,70,
2020-06-18,91,71,
2020-06-19,76,65,1.27
2020-06-20,85.6,65.5,
2020-06-21,84,68,0.18
2020-06-22,89.6,65.8,0.27
2020-06-23,84.7,62.6,
2020-06-24,87.6,59.2,
2020-06-25,90,67.6,
2020-06-26,91,69.8,
2020-06-27,89.6,70.3,
2020-06-28,89.6,75,
2020-06-29,89.8,76.3,
2020-06-30,93.4,76,
2020-07-01,96,74,
2020-07-02,91.4,70.2,2.14
2020-07-03,90.5,70.2,
2020-07-04,90.5,71.2,
2020-07-05,90,70,
2020-07-06,91.2,71.6,
2020-07-07,91.2,69,
2020-07-08,92.3,70.7,
2020-07-09,89.6,71,
2020-07-10,80.6,68.5,0.89
2020-07-11,96.8,69.3,1.43
2020-07-12,90.3,68.7,0.02
2020-07-13,87.4,69,0.12
2020-07-14,93.6,76.3,
2020-07-15,91.8,77,
2020-07-16,89.8,71,
2020-07-17,94,74,
2020-07-18,92.7,75.2,
2020-07-19,92.8,72,
2020-07-20,94.3,71.6,
2020-07-21,90,73.4,
2020-07-22,92.8,70.2,
2020-07-23,90,73,
2020-07-24,94,74.7,
2020-07-25,91.6,72,
2020-07-26,93.4,72,
2020-07-27,86.2,72.3,0.8
2020-07-28,81.5,71,2.62
2020-07-29,88.7,74.3,0.1
2020-07-30,88,68.2,0.81
2020-07-31,85,68.2,
2020-08-01,86.4,64.8,
2020-08-02,87.3,66.4,
2020-08-03,83.3,61.7,
2020-08-04,80,60,
2020-08-05,82.4,60.4,0.4
2020-08-06,83,67.6,0.17
2020-08-07,89,70.7,0.1
2020-08-08,94,75.7,
2020-08-09,95,73.4,
2020-08-10,94.8,76,
2020-08-11,86.5,68.4,0.6
2020-08-12,88.7,69.6,
2020-08-13,91.8,71.8,
2020-08-14,91.8,74.3,
2020-08-15,92.8,71.6,
2020-08-16,89,70,
2020-08-17,90.3,67,
2020-08-18,88,61.5,
2020-08-19,86.2,62.4,
2020-08-20,87.8,58,
2020-08-21,89.2,60,
2020-08-22,91.4,60.3,
2020-08-23,93.4,66,
2020-08-24,94,65.7,
2020-08-25,93.4,64,
2020-08-26,88.5,66.4,0.07
2020-08-27,89.8,65.3,
2020-08-28,100.4,67,
2020-08-29,86.5,72,
2020-08-30,93.4,68.4,0.01
2020-08-31,93.6,72.5,0.53
2020-09-01,78.3,69.4,0.75
2020-09-02,85,69,
2020-09-03,90,66.4,
2020-09-04,90.7,69,
2020-09-05,90.7,68.4,
2020-09-06,89.6,69.4,
2020-09-07,88.7,71.8,
2020-09-08,89.8,58,0.15
2020-09-09,58.5,53.6,0.77
2020-09-10,64.4,52,0.01
2020-09-11,64,55.6,0.28
2020-09-12,77,59.7,
2020-09-13,79.7,58.8,
2020-09-14,79.3,57.2,
2020-09-15,83.5,62,
2020-09-16,85.3,59.7,
2020-09-17,83.5,61.7,
2020-09-18,78,55,
2020-09-19,78.3,52.5,
2020-09-20,78.4,49.8,
2020-09-21,81.5,54.7,
2020-09-22,72.3,63.5,0.75
2020-09-23,69.8,59,0.01
2020-09-24,80.2,52.3,
2020-09-25,83.5,60,
2020-09-26,86.4,62,
2020-09-27,76,56,0.03
2020-09-28,71.8,48.4,
2020-09-29,78.3,44,
2020-09-30,89,49.5,
2020-10-01,72,46.4,
2020-10-02,72,38.7,
2020-10-03,73.2,51.8,
2020-10-04,70,44,
2020-10-05,75.7,42.6,
2020-10-06,80.2,51.8,
2020-10-07,88.2,54.5,
2020-10-08,86,55.6,
2020-10-09,83,59,
2020-10-10,82,60,
2020-10-11,88.7,53.6,
2020-10-12,77,46.4,
2020-10-13,82.4,41.4,
2020-10-14,88.7,54,
2020-10-15,73,53.2,
2020-10-16,68.2,41.5,
2020-10-17,74.8,46.4,
2020-10-18,68.2,45,
2020-10-19,53.4,41.4,
2020-10-20,72,45.5,
2020-10-21,86.2,53.6,
2020-10-22,86.2,66.6,
2020-10-23,72.5,41,
2020-10-24,51.8,37.6,
2020-10-25,49.8,36.7,
2020-10-26,38.3,29.8,1.85
2020-10-27,32.2,28.8,0.4
2020-10-28,42,32.4,2.07
2020-10-29,54.5,35.8,0.43
