date,max_temp_f,min_temp_f,precip_in
2023-05-12,85.6,67.8,
2023-05-13,81.5,60.8,3.34
2023-05-14,79.7,63.5,0.04
2023-05-15,72,63.5,1.52
2023-05-16,68.5,57.2,
2023-05-17,71.2,56,
2023-05-18,79.3,53.2,
2023-05-19,75,53.8,1.8
2023-05-20,73,51,
2023-05-21,76.5,48.2,
2023-05-22,78.3,52.7,
2023-05-23,76.3,57.6,0.18
2023-05-24,77.7,62,0.02
2023-05-25,79.2,58.8,
2023-05-26,84.2,60.3,
2023-05-27,83,57.2,
2023-05-28,82,58.5,
2023-05-29,82.2,61.2,
2023-05-30,87,60.8,
2023-05-31,87.6,64,
2023-06-01,86.4,66.6,0.18
2023-06-02,88.5,66.4,
2023-06-03,79.7,64.2,
2023-06-04,84.6,62.4,
2023-06-05,89.4,60,
2023-06-06,89,62.6,0.2
2023-06-07,88.2,59.2,
2023-06-08,90,61.2,
2023-06-09,92.8,63.3,
2023-06-10,84.6,64.4,0.64
2023-06-11,85,65.8,
2023-06-12,71,61.3,0.04
2023-06-13,83.7,59.2,
2023-06-14,86.2,65.8,
2023-06-15,89.6,60,0.24
2023-06-16,87.6,62.6,
2023-06-17,88.2,63,
2023-06-18,70.7,69,
2023-06-19,91,61,
2023-06-20,89.6,75.2,
2023-06-21,,,
2023-06-22,,,
2023-06-23,,,
2023-06-24,,,
2023-06-25,,,
2023-06-26,,,
2023-06-27,84,76.6,
2023-06-28,96.6,72,
2023-06-29,98.4,73.8,
2023-06-30,95.7,75.4,
2023-07-01,91,72,0.02
2023-07-02,89.6,67.3,
2023-07-03,92.7,65.3,2.02
2023-07-04,91.6,64.8,
2023-07-05,82.8,66.7,0.92
2023-07-06,81.5,69.8,1.34
2023-07-07,82.6,67,1.4
2023-07-08,87.3,67.8,
2023-07-09,82.8,65.3,2.28
2023-07-10,88.5,62.4,
2023-07-11,85.5,69.3,0.86
2023-07-12,96,72,
2023-07-13,93.2,77.4,
2023-07-14,92.5,73,0.12
2023-07-15,88.7,69.8,
2023-07-16,91.4,67,
2023-07-17,91.4,71.6,
2023-07-18,98,74.7,
2023-07-19,97,74.5,
2023-07-20,93,76.5,
2023-07-21,82.2,67,2.16
2023-07-22,86.4,64,
2023-07-23,91.8,67.5,
2023-07-24,95,68.5,
2023-07-25,100,71.2,
2023-07-26,97.7,74.5,
2023-07-27,97.7,73.4,
2023-07-28,97.7,78.4,
2023-07-29,98.8,74,
2023-07-30,99.3,72,
2023-07-31,98.8,73.6,
2023-08-01,101,76.5,
2023-08-02,103,79.7,
2023-08-03,102.7,77,
2023-08-04,101.3,80,
2023-08-05,87,70.7,0.06
2023-08-06,87.8,67,1.94
2023-08-07,85.5,64,1.48
2023-08-08,86.7,67.3,2.8
2023-08-09,90.5,72.5,
2023-08-10,91.2,70.7,
2023-08-11,98.4,73.4,
2023-08-12,91.4,78,
2023-08-13,95.4,74,
2023-08-14,83.3,66,0.04
2023-08-15,84,62.2,
2023-08-16,87,59.5,
2023-08-17,91.4,66.4,
2023-08-18,93.6,67.3,
2023-08-19,101.3,71.4,
2023-08-20,102.2,72.3,
2023-08-21,100.4,72.5,
2023-08-22,98,76,
2023-08-23,98,73.6,
2023-08-24,100.6,77,
2023-08-25,102.7,74,
2023-08-26,94,76.6,
2023-08-27,89.4,72,
2023-08-28,86,63.3,
2023-08-29,91.8,62.2,
2023-08-30,89,65.5,
2023-08-31,90.3,62,
2023-09-01,93,65.3,
2023-09-02,93,58.5,
2023-09-03,98,62,
2023-09-04,98.4,71,
2023-09-05,102.7,76.5,
2023-09-06,91,64.8,
2023-09-07,97.3,61.3,
2023-09-08,93,71.6,
2023-09-09,90.7,63,
2023-09-10,87.8,56.7,
2023-09-11,77,64,2.4
2023-09-12,75,61,0.02
2023-09-13,78.6,58,
2023-09-14,79.5,65.3,
2023-09-15,77.7,62,
2023-09-16,79.5,63,0.02
2023-09-17,86.4,59,
2023-09-18,90,55,
2023-09-19,76,64,2.34
2023-09-20,85,64.2,0.02
2023-09-21,86.4,68.5,
2023-09-22,81.7,68.4,
2023-09-23,92.3,67.3,0.9
2023-09-24,84.4,69,0.32
2023-09-25,88,60.3,
2023-09-26,90.3,59.7,
2023-09-27,91.6,59.5,
2023-09-28,92,63,
2023-09-29,92,68.5,
2023-09-30,90.5,67,
2023-10-01,88,60,
2023-10-02,88.3,59,
2023-10-03,84,64,
2023-10-04,82.4,63,1.1
2023-10-05,82,62,0.1
2023-10-06,70.3,47,
2023-10-07,65.5,40,
2023-10-08,78.8,42.4,
2023-10-09,79,48.4,
2023-10-10,84.2,51.4,
2023-10-11,81.5,62,
2023-10-12,68,62,
2023-10-13,69,52,
2023-10-14,63.5,42.6,
2023-10-15,58,42.6,
2023-10-16,64.4,39,
2023-10-17,73,33,
2023-10-18,81.7,49,
2023-10-19,80.2,46.4,
2023-10-20,86,50,
2023-10-21,85,54,
2023-10-22,84.2,54.5,
2023-10-23,80,62.2,0.02
2023-10-24,70.3,65.3,1.24
2023-10-25,72.7,66,0.88
2023-10-26,82,65.3,0.02
2023-10-27,71.2,48.7,
2023-10-28,49.3,37.8,0.36
2023-10-29,38.3,35,2.12
2023-10-30,46,29.3,
2023-10-31,47.7,27.3,
2023-11-01,56.3,21,
2023-11-02,65.3,35.6,
2023-11-03,72,41.7,
2023-11-04,73.8,49,
2023-11-05,78.3,47.3,
2023-11-06,81.7,57.4,
2023-11-07,86,50,
2023-11-08,81,57.6,
2023-11-09,57,45,
2023-11-10,64.8,33,
2023-11-11,64,38,
2023-11-12,69,33.8,
2023-11-13,72,36.5,
2023-11-14,70.3,35.6,
2023-11-15,72.5,40,
2023-11-16,64.2,39.2,
2023-11-17,65.7,40.3,
2023-11-18,70,33.3,
2023-11-19,59.5,44.4,0.28
2023-11-20,53.6,45.5,0.2
2023-11-21,54,33.4,
2023-11-22,57,29.5,
2023-11-23,66.2,29.7,
2023-11-24,49.3,32,
2023-11-25,48.2,29,0.46
2023-11-26,42,24.6,
2023-11-27,53.2,26.4,
2023-11-28,61,26,
2023-11-29,65.7,28.2,
2023-11-30,54.5,48.7,0.7
2023-12-01,48.2,38.5,
2023-12-02,51.3,34,
2023-12-03,61,26,
2023-12-04,56.7,31.6,
2023-12-05,58,32,
2023-12-06,63.7,28.6,
2023-12-07,69.8,42.3,
2023-12-08,70,44.4,
2023-12-09,51.3,34.5,
2023-12-10,48.6,23.4,
2023-12-11,58.3,24.4,
2023-12-12,60.6,27,
2023-12-13,60,32.4,
2023-12-14,59.7,41,
2023-12-15,52,40,2.02
2023-12-16,51.6,31,
2023-12-17,63,28,
2023-12-18,50,26,
2023-12-19,55.8,25,
2023-12-20,57.6,41.7,
2023-12-21,61,52.5,0.28
2023-12-22,65.3,51.4,0.02
2023-12-23,62.6,54.5,0.02
2023-12-24,60.8,40.3,2.22
2023-12-25,40,30,
2023-12-26,48.6,28.2,
2023-12-27,41,27.3,
2023-12-28,43.3,25.7,
2023-12-29,50,28.2,
2023-12-30,56.7,27.7,
2023-12-31,41.7,31.6,
2024-01-01,41.4,24,
2024-01-02,44,23,
2024-01-03,51,24.4,
2024-01-04,52.7,24,
2024-01-05,41,34.3,0.28
2024-01-06,44,30.6,
2024-01-07,54.3,23.5,
2024-01-08,46.8,39.2,0.88
2024-01-09,41,22.5,
2024-01-10,53,21,
2024-01-11,62,23,
2024-01-12,33,15,
2024-01-13,21.6,3,
2024-01-14,7.7,-2.2,
2024-01-15,16.3,-2.7,
2024-01-16,21,-4.4,
2024-01-17,43.7,8.8,
2024-01-18,47.7,21.7,
2024-01-19,24,10.4,
2024-01-20,28.2,7.7,
2024-01-21,31.6,19.2,0.08
2024-01-22,32,27.3,0.56
2024-01-23,39.7,32,
2024-01-24,43.3,37,
2024-01-25,44.2,39.2,
2024-01-26,44,39.4,1.04
2024-01-27,39.2,27.7,0.12
2024-01-28,58.6,26.2,
2024-01-29,69,29,
2024-01-30,66.4,37,
2024-01-31,73,32,
2024-02-01,74.5,43.7,
2024-02-02,61.7,50,
2024-02-03,58.5,48.6,2.18
2024-02-04,49,42.8,0.22
2024-02-05,52.7,36,
2024-02-06,61,28.4,
2024-02-07,64.2,41.7,
2024-02-08,70,49,
2024-02-09,64.6,45,
2024-02-10,51.6,40,
2024-02-11,40,32,0.88
2024-02-12,51.4,32,0.16
2024-02-13,60.6,30,
2024-02-14,68.7,42.3,
2024-02-15,59,38.3,
2024-02-16,47,31,
2024-02-17,33,18.3,
2024-02-18,55,22.6,
2024-02-19,62,29.7,
2024-02-20,75,30,
2024-02-21,83,42.6,
2024-02-22,70.5,46.4,
2024-02-23,68,38,
2024-02-24,73,37.4,
2024-02-25,76,41.5,
2024-02-26,86.7,38,
2024-02-27,78.8,36,
2024-02-28,45,24.3,
2024-02-29,53.6,24.8,0.26
2024-03-01,57.7,33.8,
2024-03-02,80.2,43,
2024-03-03,82.4,58,
2024-03-04,79.5,49.6,
2024-03-05,66.4,40,
2024-03-06,68,47,
2024-03-07,77.5,54,0.3
2024-03-08,55.8,37.6,1.04
2024-03-09,55,32,
2024-03-10,66.2,30.4,
2024-03-11,71.6,38.5,
2024-03-12,76.6,50,
2024-03-13,83.5,55,
2024-03-14,80.6,54.5,
2024-03-15,65.5,46,
2024-03-16,64.4,37.6,
2024-03-17,63.7,42,
2024-03-18,51.8,30.7,
2024-03-19,74,30.4,
2024-03-20,78.4,44.2,1.14
2024-03-21,63,48,0.2
2024-03-22,62.2,43.7,
2024-03-23,60,37,
2024-03-24,60.8,51.8,0.12
2024-03-25,58.6,35.2,
2024-03-26,50,32,
2024-03-27,50.7,28.8,
2024-03-28,69.6,27.7,
2024-03-29,74.7,56,
2024-03-30,79,47,
2024-03-31,75.6,63,
2024-04-01,74.5,55,0.14
2024-04-02,57.2,41.4,
2024-04-03,62.8,37.4,
2024-04-04,70.3,34,
2024-04-05,80.2,39,
2024-04-06,77,59.7,0.5
2024-04-07,73.4,43.3,
2024-04-08,73.4,42,
2024-04-09,73.8,55,
2024-04-10,63.5,48.2,0.02
2024-04-11,68,43,
2024-04-12,80.6,35.8,
2024-04-13,84.6,51.8,
2024-04-14,90,61.5,
2024-04-15,72,63,
2024-04-16,83,56.3,0.02
2024-04-17,88.7,51.3,
2024-04-18,75.2,53.2,
2024-04-19,65.3,44.6,
2024-04-20,61,48.4,
2024-04-21,64.2,39.2,
2024-04-22,71.8,34.3,
2024-04-23,79.3,53,
2024-04-24,77,54.7,
2024-04-25,83.5,63,
2024-04-26,84.7,61,1.86
2024-04-27,81.3,62,0.72
2024-04-28,74.5,60.6,1.56
2024-04-29,80.8,53.2,
2024-04-30,86,57,
2024-05-01,81.7,61.7,0.2
2024-05-02,75.7,63.5,1.18
2024-05-03,78.4,60,
2024-05-04,74,62.8,
2024-05-05,66,55.2,0.98
2024-05-06,80,59,3.72
2024-05-07,82.2,58.3,
2024-05-08,82.4,64,
2024-05-09,80,50,
2024-05-10,78.3,54.3,
2024-05-11,81.5,54,
2024-05-12,75,58,0.14
2024-05-13,73.4,57.2,1.64
2024-05-14,79,56.3,
2024-05-15,86,53.6,0.1
2024-05-16,77.5,63,2.54
2024-05-17,80,58,
2024-05-18,89.2,60,
2024-05-19,88,61.3,
2024-05-20,88.7,62,2.88
2024-05-21,88.5,68.4,
2024-05-22,76.6,61.5,0.02
2024-05-23,83.3,64,
2024-05-24,84.4,66.2,
2024-05-25,87.3,57.4,
2024-05-26,86.7,67.3,
2024-05-27,89.4,60.8,
2024-05-28,80.6,63.7,0.04
2024-05-29,81.5,61,0.02
2024-05-30,75,65,0.46
2024-05-31,77.7,63.7,
2024-06-01,87,60.8,
2024-06-02,78.8,63.5,0.34
2024-06-03,78.6,65.3,1.84
2024-06-04,84.2,66.6,
2024-06-05,85.6,63.5,
2024-06-06,89.8,62.4,
2024-06-07,90.7,64.4,
2024-06-08,94.5,75,
2024-06-09,82.4,68,
2024-06-10,83,59.4,
2024-06-11,84.7,58.3,
2024-06-12,89,60,
2024-06-13,92,66.4,
2024-06-14,95.4,72,
2024-06-15,92,71.6,
2024-06-16,92,71,
2024-06-17,91.8,72.7,
2024-06-18,89,75.4,
2024-06-19,89.8,72,
2024-06-20,87,69,
2024-06-21,92.3,73.8,
2024-06-22,96,71,
2024-06-23,98,72.7,
2024-06-24,96.8,78.3,
2024-06-25,98.2,71.4,0.71
2024-06-26,94.3,72.5,
2024-06-27,92,70.5,
2024-06-28,97.3,77,
2024-06-29,99,72.3,0.38
2024-06-30,88.5,73.4,0.03
2024-07-01,98,75,
2024-07-02,99,80,
2024-07-03,95,76.3,0.13
2024-07-04,97,76,
2024-07-05,82.6,66,
2024-07-06,91.2,64,
2024-07-07,80.2,66.2,0.7
2024-07-08,87,69.3,
2024-07-09,88.3,66.7,
2024-07-10,93.6,65.7,
2024-07-11,96.8,71.2,
2024-07-12,95,74.5,
2024-07-13,95,74.7,
2024-07-14,97,74,
2024-07-15,99.5,76,
2024-07-16,93.6,79,
2024-07-17,87.4,71.2,0.12
2024-07-18,87.8,67,
2024-07-19,89,60.4,
2024-07-20,87,63,
2024-07-21,82,68.4,1.45
2024-07-22,84.6,65,
2024-07-23,88.7,64.6,
2024-07-24,91.4,66.4,
2024-07-25,92,66.6,
2024-07-26,89,67.5,
2024-07-27,87.8,69.8,
2024-07-28,92,73.4,
2024-07-29,96.4,74.7,
2024-07-30,96.6,76.5,
2024-07-31,97.7,77,
2024-08-01,98.2,79.3,
2024-08-02,95,71,0.1
2024-08-03,95,64,
2024-08-04,96.6,66,
2024-08-05,96.6,71.6,
2024-08-06,101.7,73.2,
2024-08-07,100,69.4,
2024-08-08,92.5,72.5,
2024-08-09,85,67.6,
2024-08-10,77,62.2,
2024-08-11,80.4,64,1.83
2024-08-12,87,70,0.01
2024-08-13,96,74,
2024-08-14,97.5,77,
2024-08-15,98,75.2,0.03
2024-08-16,98,72.5,0.37
2024-08-17,94,73,
2024-08-18,101.7,75.4,
2024-08-19,91.6,74.7,
2024-08-20,88.7,72,
2024-08-21,88,70.7,
2024-08-22,88,68,
2024-08-23,96,69.8,
2024-08-24,99.3,78,0.08
2024-08-25,98,75.4,
2024-08-26,97.3,73.2,
2024-08-27,96.4,77,
2024-08-28,96.6,71.8,
2024-08-29,96.4,70.3,
2024-08-30,89.8,72.5,
2024-08-31,87,70.3,0.02
2024-09-01,90,69,
2024-09-02,85.5,66.2,
2024-09-03,78.4,66,
2024-09-04,87.6,63.5,
2024-09-05,91.2,60.8,
2024-09-06,87.4,65.7,
2024-09-07,79.7,58,
2024-09-08,83,53.2,
2024-09-09,85.6,50,
2024-09-10,87,48,
2024-09-11,89,55,
2024-09-12,88.7,60.6,
2024-09-13,91,55,
2024-09-14,89.8,66.2,
2024-09-15,91,68.5,
2024-09-16,90,64.4,
2024-09-17,87.3,65,
2024-09-18,92.3,67,
2024-09-19,98,74.5,
2024-09-20,98.8,73.6,
2024-09-21,98.6,73,
2024-09-22,80.2,62,0.19
2024-09-23,69.8,58.5,0.06
2024-09-24,78.6,55.8,0.25
2024-09-25,82.6,56.7,0.01
2024-09-26,82.4,51,
2024-09-27,85.3,54,
2024-09-28,85.3,60.4,
2024-09-29,89.2,58.6,
2024-09-30,91,52.7,
2024-10-01,80.4,53.8,
2024-10-02,88,46.4,
2024-10-03,91.2,62.2,
2024-10-04,94,59,
2024-10-05,90,57,
2024-10-06,90,57,
2024-10-07,81,54,
2024-10-08,84,55.8,
2024-10-09,88,50.5,
2024-10-10,85.3,55.2,
2024-10-11,90.5,66.4,
2024-10-12,91,60.6,
2024-10-13,85.3,59,
2024-10-14,72.3,47,
2024-10-15,72.7,43.3,
2024-10-16,64.8,34.7,
2024-10-17,70,34.7,
2024-10-18,74.3,47.7,
2024-10-19,77,47,
2024-10-20,80.8,40.3,
2024-10-21,81.7,43,
2024-10-22,89.4,58,0.04
2024-10-23,89,59,
2024-10-24,90.7,58,
2024-10-25,79,58.6,
2024-10-26,75.2,48.6,
2024-10-27,78.4,50,
2024-10-28,90.3,63.7,
2024-10-29,86,70,
2024-10-30,80.8,56.3,0.58
2024-10-31,64.6,43.3,
2024-11-01,73,38.3,
2024-11-02,67,54,0.68
2024-11-03,67.6,61,3.07
2024-11-04,65.3,56.7,1.72
2024-11-05,57.2,40.6,
2024-11-06,67,38,
2024-11-07,66.4,46.6,
2024-11-08,61,52,0.44
2024-11-09,67,40,
2024-11-10,69.6,42.6,
2024-11-11,73,40,
2024-11-12,70.7,42,
2024-11-13,64.2,45.7,
2024-11-14,67.5,39,
2024-11-15,69,35,
2024-11-16,71,49.6,
2024-11-17,71.2,55.4,
2024-11-18,66.2,49.6,1.54
2024-11-19,66.4,42,
2024-11-20,57.4,34.7,
2024-11-21,56.3,36,
2024-11-22,58.3,30,
2024-11-23,71.8,33.3,
2024-11-24,77,51.3,
2024-11-25,51,32,
2024-11-26,56,24.6,
2024-11-27,57,37,
2024-11-28,46.2,28.4,
2024-11-29,52,23.5,
2024-11-30,55.6,32.5,
2024-12-01,49.5,29.3,
2024-12-02,50,26.4,
2024-12-03,53,22,
2024-12-04,63,39.2,
2024-12-05,44.6,24,
2024-12-06,52.7,19.8,
2024-12-07,61,36,
2024-12-08,49,44.6,
2024-12-09,51.3,40,
2024-12-10,45.5,31,
2024-12-11,52.3,25.7,
2024-12-12,63,34,
2024-12-13,56.7,46,
2024-12-14,59,35,
2024-12-15,66.4,30.2,
2024-12-16,62.8,34.5,
2024-12-17,68,32,
2024-12-18,50.4,28,
2024-12-19,57.7,26.6,
2024-12-20,41,23.5,
2024-12-21,49,22.5,
2024-12-22,57,31.3,
2024-12-23,58,44.6,0.26
2024-12-24,49.6,45,0.71
2024-12-25,45.5,40.5,0.01
2024-12-26,52,43.7,0.01
2024-12-27,53,42.6,
2024-12-28,57,40,
2024-12-29,63.7,35.8,
2024-12-30,66.4,36,
2024-12-31,47.3,33.3,
2025-01-01,44.6,25,
2025-01-02,52.3,25,
2025-01-03,47,28.4,
2025-01-04,52,37.4,
2025-01-05,49,16.7,0.04
2025-01-06,27.3,11.3,
2025-01-07,32.7,10.8,
2025-01-08,36,14.7,
2025-01-09,32,21.6,0.1
2025-01-10,34,24.6,0.04
2025-01-11,47.5,22.5,
2025-01-12,50.4,25,
2025-01-13,46.4,16.5,
2025-01-14,55.6,30,
2025-01-15,51,23,
2025-01-16,61.5,32,
2025-01-17,59,34.7,
2025-01-18,39.4,19.4,
2025-01-19,26.8,12,
2025-01-20,24.3,11.3,
2025-01-21,28.2,-1.5,
2025-01-22,43,21,
2025-01-23,39.4,19.6,
2025-01-24,54.5,15,
2025-01-25,51.4,34.3,
2025-01-26,39,24.4,
2025-01-27,49.6,18,
2025-01-28,62.8,24.3,
2025-01-29,49,36,0.07
2025-01-30,57.6,35.6,0.01
2025-01-31,57.6,33.8,
2025-02-01,66.7,26.2,
2025-02-02,71.4,33.6,
2025-02-03,82,45.5,
2025-02-04,45,36.5,
2025-02-05,50,35.2,
2025-02-06,48.6,33,0.01
2025-02-07,46.8,32,
2025-02-08,52.7,33.3,
2025-02-09,48.2,28.4,
2025-02-10,38.3,27.5,
2025-02-11,36,30.2,
2025-02-12,30.2,15,0.13
2025-02-13,31,9,
2025-02-14,51,15.6,
2025-02-15,50,25.7,
2025-02-16,32.5,18,
2025-02-17,46.2,16.7,
2025-02-18,26.2,5.5,
2025-02-19,15.3,0.5,
2025-02-20,19.8,2.7,
2025-02-21,28.4,7.5,
2025-02-22,52,13.6,
2025-02-23,67,29.3,
2025-02-24,76.5,37,
2025-02-25,79.5,35.8,
2025-02-26,68,42,
2025-02-27,67.6,37.8,
2025-02-28,78.6,42.3,
2025-03-01,64,35.6,
2025-03-02,67.6,39,
2025-03-03,60,50.4,
2025-03-04,62.4,42.3,0.93
2025-03-05,53.6,30.2,
2025-03-06,59.4,27.7,
2025-03-07,71,43.7,
2025-03-08,44,38.7,
2025-03-09,62.6,34.7,
2025-03-10,78.3,34,
2025-03-11,82,45.3,
2025-03-12,76,40.6,
2025-03-13,84,43,
2025-03-14,75,48,
2025-03-15,61.3,43.7,
2025-03-16,62.8,27.3,
2025-03-17,82.6,41,
2025-03-18,81,61,
2025-03-19,73.4,41,
2025-03-20,59.4,33.3,
2025-03-21,71,44,
2025-03-22,76.5,31,
2025-03-23,69.4,42,
2025-03-24,77.4,34,
2025-03-25,79.3,49,
2025-03-26,82.6,43.7,
2025-03-27,84,57.6,
2025-03-28,70,54,
2025-03-29,84,61.7,0.05
2025-03-30,68,44.6,0.06
2025-03-31,61,39.2,
2025-04-01,73.4,45,
2025-04-02,74.5,49,0.31
2025-04-03,58.3,46.4,1.03
2025-04-04,53.6,48.2,0.25
2025-04-05,48.7,43,0.88
2025-04-06,54.3,32,0.01
2025-04-07,66.2,31,
2025-04-08,73.8,33.8,
2025-04-09,81.3,53,
2025-04-10,80.6,50.5,
2025-04-11,75,45.5,
2025-04-12,82,46.6,
2025-04-13,89.6,61.7,
2025-04-14,72.7,51.4,
2025-04-15,68,41,
2025-04-16,81.7,40.5,
2025-04-17,86,64,
2025-04-18,77.7,57,0.03
2025-04-19,55.6,49,2.53
2025-04-20,65,50,0.69
2025-04-21,78.3,40.3,
2025-04-22,84,52.7,
2025-04-23,82,61.3,
2025-04-24,75.6,61.7,0.07
2025-04-25,80.2,58.3,0.28
2025-04-26,63.7,56.7,0.71
2025-04-27,79.7,60.8,
2025-04-28,77.7,68.5,
2025-04-29,71.8,59.4,2.67
2025-04-30,65.3,56,1.73
2025-05-01,78.4,55,
2025-05-02,71.4,52.7,0.29
2025-05-03,70.7,47.3,
2025-05-04,73,45,
2025-05-05,72.5,45,
2025-05-06,60,51,0.86
2025-05-07,71.4,56.5,0.02
2025-05-08,71,53.8,
2025-05-09,79.3,54,
2025-05-10,75,50.5,
2025-05-11,80,51.3,
2025-05-12,82.2,51.4,
2025-05-13,87,53,
2025-05-14,94,67,
2025-05-15,78.4,55.6,
2025-05-16,84.2,53,
2025-05-17,79,54,
2025-05-18,74.5,61,0.06
2025-05-19,83.3,67.3,0.02
2025-05-20,81,58.5,
2025-05-21,87.8,53.6,
2025-05-22,77,62.2,0.26
2025-05-23,81,61,
2025-05-24,76,61.7,1.76
2025-05-25,78,66.2,0.19
2025-05-26,71,61.7,0.71
2025-05-27,68,60.3,0.03
2025-05-28,74.5,60,
2025-05-29,71,58.5,0.39
2025-05-30,79,55,
2025-05-31,85,55.6,
2025-06-01,87,63,0.22
2025-06-02,86,63.5,
2025-06-03,86.4,63.5,0.17
2025-06-04,71.8,60,0.04
2025-06-05,80.6,65.5,0.05
2025-06-06,84.4,63.7,1.37
2025-06-07,85.3,64,0.49
2025-06-08,93.2,64.4,
2025-06-09,86,62.6,
2025-06-10,89.2,64.4,
2025-06-11,82.4,65.5,0.05
2025-06-12,76.5,67.3,1.23
2025-06-13,89.6,67,
2025-06-14,76.6,69,0.88
2025-06-15,82.8,66.2,1.12
2025-06-16,87.6,63.5,
2025-06-17,91.4,61.5,1.38
2025-06-18,84,62.2,1.25
2025-06-19,93.2,67,
2025-06-20,92.5,73.8,
2025-06-21,91,77.4,
2025-06-22,90.7,75.6,
2025-06-23,91.6,74.3,
2025-06-24,92.3,73,
2025-06-25,90,73.2,
2025-06-26,91,70.3,0.01
2025-06-27,86,70.7,
2025-06-28,91,72,
2025-06-29,94,74.5,
2025-06-30,85.6,67.3,0.6
2025-07-01,87,69.8,
2025-07-02,86,66.6,
2025-07-03,82,69,0.15
2025-07-04,86,70.5,
2025-07-05,85.5,71.8,
2025-07-06,88,72,
2025-07-07,90,69.8,0.6
2025-07-08,86.7,69.6,
2025-07-09,91.2,68,
2025-07-10,92.7,72.5,
2025-07-11,92,74.3,
2025-07-12,80.2,68,0.36
2025-07-13,85,69,
2025-07-14,88.7,68.5,
2025-07-15,92.5,71,
2025-07-16,91.4,72,
2025-07-17,86.7,75.2,0.15
2025-07-18,93.7,74.3,
2025-07-19,95.5,72.7,
2025-07-20,96,73.6,
2025-07-21,94.3,73.6,
2025-07-22,96,73.6,
2025-07-23,92.7,75.4,
2025-07-24,97.5,76,
2025-07-25,95,74.5,
2025-07-26,96,77.4,
2025-07-27,95,75.7,
2025-07-28,97,75,
2025-07-29,97.7,74.3,
2025-07-30,100.2,71.4,
2025-07-31,87.3,72.5,
2025-08-01,80,69.4,1.94
2025-08-02,84,68,
2025-08-03,84.2,67.3,
2025-08-04,89,70,
2025-08-05,91,68,
2025-08-06,93.2,69.4,
2025-08-07,97,73,
2025-08-08,98,77.5,
2025-08-09,97.5,78.4,
2025-08-10,96.4,76.6,
2025-08-11,93,69,1.26
2025-08-12,88,68,
2025-08-13,91.4,69.8,
2025-08-14,93,69.8,
2025-08-15,96.3,74.3,
2025-08-16,95.5,73,
2025-08-17,95.4,72.5,
2025-08-18,98,73,
2025-08-19,96.3,74.5,
2025-08-20,93.4,71,
2025-08-21,91.6,69.8,
2025-08-22,92.3,65,
2025-08-23,90.5,64.2,
2025-08-24,86.7,68,
2025-08-25,70.7,62.2,0.91
2025-08-26,77,63.5,
2025-08-27,68.5,63,0.41
2025-08-28,76.5,64,0.64
2025-08-29,74.5,66.4,
2025-08-30,79.3,69,
2025-08-31,78,69,0.01
2025-09-01,82,76.5,
2025-09-02,82,65.3,
2025-09-03,85,61.5,
2025-09-04,83.3,62.6,
2025-09-05,74.3,59.4,
2025-09-06,76.6,55,
2025-09-07,81,55.8,
2025-09-08,80.4,54,
2025-09-09,84.6,59,
2025-09-10,82.6,60,
2025-09-11,90.7,62.6,
2025-09-12,93,66.4,
2025-09-13,92,66,
2025-09-14,89.2,66,
2025-09-15,91.6,64.4,
2025-09-16,93,65.5,
2025-09-17,93.2,64.4,
2025-09-18,79.3,64.6,0.09
2025-09-19,87.3,62.8,0.09
2025-09-20,89,67.3,
2025-09-21,81.5,67,
2025-09-22,85.5,64.2,
2025-09-23,,,
2025-09-24,79.5,64.6,0.1
2025-09-25,85.3,56.3,
2025-09-26,86,56.5,
2025-09-27,90,53.6,
2025-09-28,89,57.7,
2025-09-29,86,55,
2025-09-30,86,60,
2025-10-01,87.4,54.5,
2025-10-02,89,57.6,
2025-10-03,89.6,60,
2025-10-04,86,62,
2025-10-05,87.6,61,
2025-10-06,89.2,59.5,
2025-10-07,80.2,58.3,
2025-10-08,80,58.6,
2025-10-09,85,61,
2025-10-10,89,57.4,
2025-10-11,90.5,57.4,
2025-10-12,91,62,
2025-10-13,75.2,67.5,0.02
2025-10-14,87,64.4,
2025-10-15,85.5,58.3,
2025-10-16,83.7,55.4,
2025-10-17,87.4,62,
2025-10-18,79.7,61.3,0.05
2025-10-19,70.3,44,
2025-10-20,82,49,
2025-10-21,74,42.8,
2025-10-22,81,40,
2025-10-23,82,46,0.52
2025-10-24,60,54.7,3.65
2025-10-25,63,56.3,0.95
2025-10-26,62,56.3,
2025-10-27,62.8,56.3,
2025-10-28,59.5,50,0.25
2025-10-29,57.4,43.3,
2025-10-30,61.7,36.5,
2025-10-31,67,37.2,
2025-11-01,60.6,37.8,
2025-11-02,66.4,31.6,
2025-11-03,76.6,45.5,
2025-11-04,77.4,53.6,
2025-11-05,73.4,46.4,
2025-11-06,78.8,44.2,
2025-11-07,75.2,46.8,
2025-11-08,73,39.2,
2025-11-09,49,29.3,
2025-11-10,47.5,25,
2025-11-11,72.3,36,
2025-11-12,76.5,34.7,
2025-11-13,81,41.5,
2025-11-14,80,58.6,
2025-11-15,83.7,56.7,
2025-11-16,75.7,53,
2025-11-17,78,60,
2025-11-18,75.6,52.5,
2025-11-19,75,48.2,0.04
2025-11-20,63,57.2,0.01
2025-11-21,,,
2025-11-22,,,
2025-11-23,,,
2025-11-24,,,
2025-11-25,,,
2025-11-26,,,
2025-11-27,,,
2025-11-28,,,
