date,tmax_f,tmin_f,tavg_f,rain_in
2021-02-17,24.27,7.39,16.76,0.04
2021-02-18,27.34,-6.14,11.73,0.01
2021-02-19,35.29,-3.5,17.5,0.09
2021-02-20,47.71,12.61,33.3,0.49
2021-02-21,53.17,28.49,44.11,0.02
2021-02-22,64.4,25.41,47.38,0.0
2021-02-23,74.26,28.49,55.65,0.0
2021-02-24,63.03,38.39,52.87,0.0
2021-02-25,52.9,27.59,41.78,0.02
2021-02-26,49.57,33.27,41.69,0.03
2021-02-27,61.99,34.96,51.16,0.01
2021-02-28,61.16,40.86,53.49,0.0
2021-03-01,56.98,27.73,41.18,0.0
2021-03-02,,,,
2021-03-03,70.68,42.32,54.92,0.0
2021-03-04,73.72,35.95,57.66,0.0
2021-03-05,59.85,34.49,49.86,0.14
2021-03-06,64.8,28.21,46.54,0.0
2021-03-07,67.28,39.2,53.28,0.0
2021-03-08,70.29,42.4,57.23,0.0
2021-03-09,72.5,54.39,63.07,0.0
2021-03-10,76.77,62.91,67.69,0.0
2021-03-11,66.72,47.66,54.33,0.24
2021-03-12,69.44,48.51,55.95,0.09
2021-03-13,70.05,51.67,59.75,0.03
2021-03-14,61.81,49.17,57.49,0.32
2021-03-15,66.87,41.59,54.69,0.0
2021-03-16,77.11,37.67,59.01,0.0
2021-03-17,65.39,36.37,51.11,0.33
2021-03-18,48.33,37.34,42.77,0.02
2021-03-19,60.44,32.81,46.23,0.0
2021-03-20,65.7,27.52,48.7,0.0
2021-03-21,68.41,46.29,57.01,0.0
2021-03-22,58.12,51.21,54.92,1.26
2021-03-23,56.57,42.11,50.92,0.08
2021-03-24,58.66,39.21,49.74,0.19
2021-03-25,59.18,37.16,47.91,0.07
2021-03-26,75.4,39.62,59.49,0.0
2021-03-27,74.66,47.79,62.26,0.0
2021-03-28,66.04,34.5,51.85,0.0
2021-03-29,76.51,48.54,62.92,0.0
2021-03-30,65.62,50.04,59.57,0.0
2021-03-31,62.01,33.75,50.46,0.0
2021-04-01,62.89,27.08,46.2,0.0
2021-04-02,68.31,40.84,55.51,0.0
2021-04-03,75.18,50.41,62.5,0.0
2021-04-04,75.42,52.12,63.97,0.0
2021-04-05,79.48,57.9,67.76,0.0
2021-04-06,78.22,61.83,69.49,0.0
2021-04-07,71.55,47.61,57.04,0.0
2021-04-08,76.82,44.95,61.66,0.0
2021-04-09,76.78,49.57,65.56,0.02
2021-04-10,66.22,38.52,51.54,0.0
2021-04-11,84.51,37.97,64.59,0.0
2021-04-12,65.86,51.48,58.97,0.0
2021-04-13,67.26,46.1,57.21,0.62
2021-04-14,62.96,47.7,53.04,0.75
2021-04-15,56.84,48.67,52.14,0.03
2021-04-16,52.5,44.75,49.09,0.32
2021-04-17,53.96,42.79,48.02,0.0
2021-04-18,63.09,38.57,51.2,0.0
2021-04-19,75.02,35.18,56.61,0.0
2021-04-20,50.29,27.74,39.63,0.0
2021-04-21,58.95,25.82,43.26,0.0
2021-04-22,61.27,31.39,47.49,0.02
2021-04-23,66.38,49.26,56.49,1.34
2021-04-24,70.0,46.72,57.45,0.38
2021-04-25,76.91,43.18,63.75,0.0
2021-04-26,82.92,63.82,72.44,0.0
2021-04-27,73.74,65.17,69.13,0.07
2021-04-28,70.18,63.52,67.51,1.01
2021-04-29,76.26,50.04,64.01,0.0
2021-04-30,80.33,46.26,63.59,0.0
2021-05-01,74.08,51.37,64.98,0.0
2021-05-02,78.55,61.36,67.46,0.0
2021-05-03,76.59,58.46,67.46,0.17
2021-05-04,65.8,42.29,55.66,0.79
2021-05-05,73.02,37.74,57.12,0.03
2021-05-06,75.31,45.1,60.24,0.0
2021-05-07,78.13,47.91,64.63,0.0
2021-05-08,83.84,63.81,74.17,0.0
2021-05-09,76.37,53.53,60.6,0.0
2021-05-10,61.92,49.17,54.87,0.0
2021-05-11,54.52,44.84,51.6,0.42
2021-05-12,67.33,44.56,56.29,0.0
2021-05-13,71.78,39.72,56.84,0.0
2021-05-14,75.74,46.27,63.69,0.0
2021-05-15,79.41,60.04,69.86,0.0
2021-05-16,72.3,64.35,67.64,0.63
2021-05-17,77.29,60.39,68.42,0.0
2021-05-18,75.67,62.17,68.4,0.0
2021-05-19,70.29,62.65,66.27,0.09
2021-05-20,68.36,64.26,65.99,0.79
2021-05-21,75.85,65.64,69.64,0.23
2021-05-22,75.52,65.7,70.37,0.16
2021-05-23,72.59,66.42,68.92,0.11
2021-05-24,73.71,64.72,68.25,0.27
2021-05-25,76.82,66.27,70.95,0.0
2021-05-26,83.79,63.57,72.91,0.0
2021-05-27,86.18,65.17,73.55,0.17
2021-05-28,72.72,54.46,63.34,0.0
2021-05-29,67.19,51.51,58.22,0.0
2021-05-30,72.79,50.88,62.05,0.0
2021-05-31,62.04,58.57,60.13,0.68
2021-06-01,66.43,57.49,60.61,0.03
2021-06-02,72.77,53.37,62.57,0.04
2021-06-03,82.49,52.56,69.03,0.0
2021-06-04,84.33,60.91,73.83,0.0
2021-06-05,79.41,60.69,71.69,0.0
2021-06-06,80.71,65.37,72.06,0.0
2021-06-07,76.8,64.74,70.72,1.9
2021-06-08,84.65,66.78,74.57,0.0
2021-06-09,90.66,71.62,79.4,0.0
2021-06-10,92.05,69.76,82.03,0.0
2021-06-11,87.69,73.54,80.84,0.0
2021-06-12,90.64,68.13,80.47,0.41
2021-06-13,89.71,68.88,80.35,0.0
2021-06-14,90.82,61.38,76.53,0.0
2021-06-15,92.14,62.33,77.81,0.01
2021-06-16,93.13,65.1,81.34,0.0
2021-06-17,93.58,71.1,84.22,0.0
2021-06-18,92.53,73.65,83.25,0.0
2021-06-19,89.82,71.6,80.65,0.0
2021-06-20,92.53,70.38,82.53,0.0
2021-06-21,79.97,56.82,68.74,0.15
2021-06-22,82.29,53.37,69.26,0.0
2021-06-23,88.07,66.18,77.86,0.0
2021-06-24,92.66,76.57,84.11,0.0
2021-06-25,90.97,78.73,84.29,0.0
2021-06-26,84.54,67.08,74.35,4.16
2021-06-27,79.41,66.81,72.1,2.35
2021-06-28,85.14,70.52,74.28,0.79
2021-06-29,83.61,70.52,75.51,0.03
2021-06-30,86.92,70.39,78.24,0.63
2021-07-01,79.86,71.4,74.84,0.39
2021-07-02,85.28,65.82,76.16,0.01
2021-07-03,85.17,60.69,73.84,0.0
2021-07-04,84.88,63.18,74.43,0.0
2021-07-05,85.87,62.69,74.11,0.0
2021-07-06,88.03,61.74,75.48,0.0
2021-07-07,89.91,67.01,76.92,0.02
2021-07-08,91.27,68.02,79.48,0.0
2021-07-09,88.92,74.44,81.71,0.0
2021-07-10,89.17,66.88,77.75,0.74
2021-07-11,80.42,64.53,71.64,0.12
2021-07-12,83.88,60.66,72.25,0.0
2021-07-13,89.33,63.64,77.93,0.0
2021-07-14,88.05,72.54,80.36,0.0
2021-07-15,87.37,73.72,80.08,0.0
2021-07-16,89.53,72.1,80.49,0.0
2021-07-17,90.75,74.71,80.09,0.04
2021-07-18,86.02,70.92,77.11,0.0
2021-07-19,85.39,66.47,76.12,0.0
2021-07-20,84.4,62.73,73.57,0.0
2021-07-21,86.22,59.68,72.95,0.0
2021-07-22,88.45,61.75,76.0,0.0
2021-07-23,91.35,67.53,80.71,0.0
2021-07-24,93.83,73.49,83.91,0.0
2021-07-25,95.59,72.55,83.05,0.0
2021-07-26,94.77,69.06,78.53,1.31
2021-07-27,94.35,72.14,82.29,0.0
2021-07-28,93.45,70.77,82.17,0.0
2021-07-29,94.68,72.86,82.86,0.0
2021-07-30,94.66,71.51,83.39,0.0
2021-07-31,95.88,72.46,84.32,0.0
2021-08-01,84.43,66.49,76.01,0.04
2021-08-02,84.11,60.03,72.05,0.0
2021-08-03,85.06,59.76,71.42,0.0
2021-08-04,86.45,57.02,71.49,0.0
2021-08-05,86.54,61.54,73.17,0.0
2021-08-06,90.88,64.8,78.5,0.0
2021-08-07,92.88,73.24,82.68,0.0
2021-08-08,90.23,67.21,79.73,0.66
2021-08-09,92.84,77.65,84.54,0.0
2021-08-10,93.2,77.65,84.6,0.0
2021-08-11,93.56,77.16,83.88,0.0
2021-08-12,94.41,78.08,84.5,0.0
2021-08-13,91.04,68.49,79.05,0.0
2021-08-14,87.75,67.77,75.97,0.0
2021-08-15,88.97,65.1,76.43,0.0
2021-08-16,89.2,65.75,76.29,0.04
2021-08-17,,,,
2021-08-18,87.8,65.03,77.18,0.01
2021-08-19,84.79,74.75,78.22,0.01
2021-08-20,95.54,75.22,84.61,0.0
2021-08-21,93.47,69.76,81.54,0.27
2021-08-22,94.77,69.96,81.33,0.0
2021-08-23,95.58,74.53,84.28,0.0
2021-08-24,,,,
2021-08-25,97.81,72.18,84.95,0.0
2021-08-26,95.94,68.27,83.2,0.0
2021-08-27,93.96,72.61,82.62,0.0
2021-08-28,91.62,70.79,80.28,0.0
2021-08-29,92.05,69.33,79.14,0.0
2021-08-30,92.21,70.03,78.75,0.05
2021-08-31,95.97,70.48,82.45,0.0
2021-09-01,97.72,69.8,85.1,0.0
2021-09-02,95.5,75.06,84.01,0.0
2021-09-03,96.33,76.08,84.83,0.0
2021-09-04,92.12,72.39,81.08,0.0
2021-09-05,90.84,61.99,75.81,0.0
2021-09-06,91.13,55.96,75.04,0.0
2021-09-07,93.45,69.67,81.19,0.0
2021-09-08,89.58,57.67,75.4,0.0
2021-09-09,92.88,53.15,73.95,0.0
2021-09-10,92.43,70.02,79.55,0.0
2021-09-11,94.14,69.53,80.45,0.0
2021-09-12,90.79,64.24,76.74,0.0
2021-09-13,91.65,63.45,77.34,0.0
2021-09-14,91.94,66.36,79.17,0.0
2021-09-15,92.59,64.4,75.57,0.0
2021-09-16,92.89,61.56,76.86,0.0
2021-09-17,91.87,63.18,76.41,0.0
2021-09-18,92.28,61.3,75.05,0.0
2021-09-19,93.22,65.21,79.2,0.0
2021-09-20,97.38,72.09,82.93,0.0
2021-09-21,79.14,47.73,66.07,0.08
2021-09-22,80.06,43.28,59.33,0.0
2021-09-23,84.25,42.43,64.08,0.0
2021-09-24,86.45,54.48,70.69,0.0
2021-09-25,85.91,50.5,68.96,0.0
2021-09-26,93.58,63.39,77.89,0.0
2021-09-27,93.22,65.82,77.81,0.0
2021-09-28,93.43,64.78,78.62,0.0
2021-09-29,87.04,67.14,75.58,0.0
2021-09-30,78.24,62.8,68.51,1.61
2021-10-01,77.04,60.48,67.62,0.0
2021-10-02,80.69,59.29,68.17,0.85
2021-10-03,80.78,54.09,65.43,0.0
2021-10-04,82.69,49.93,63.55,0.0
2021-10-05,81.0,47.84,62.68,0.0
2021-10-06,79.92,51.13,63.17,0.0
2021-10-07,86.43,52.11,68.61,0.0
2021-10-08,91.78,65.03,77.69,0.0
2021-10-09,92.14,69.58,79.47,0.0
2021-10-10,81.48,64.33,73.77,0.66
2021-10-11,76.03,50.16,62.65,0.36
2021-10-12,78.21,47.28,65.53,0.0
2021-10-13,76.84,61.7,69.73,0.64
2021-10-14,72.79,56.16,64.01,0.0
2021-10-15,67.77,43.61,58.63,1.39
2021-10-16,70.36,38.99,52.03,0.0
2021-10-17,77.07,42.28,59.5,0.01
2021-10-18,73.08,43.69,61.38,0.0
2021-10-19,78.3,55.13,65.61,0.0
2021-10-20,75.16,47.41,62.79,0.0
2021-10-21,71.47,39.26,53.18,0.0
2021-10-22,76.6,42.46,60.41,0.0
2021-10-23,85.6,61.72,72.63,0.0
2021-10-24,79.68,49.48,68.35,0.0
2021-10-25,65.05,42.82,52.73,0.0
2021-10-26,77.2,42.53,64.18,0.0
2021-10-27,68.94,51.51,58.26,1.76
2021-10-28,63.72,50.36,56.8,0.19
2021-10-29,66.18,37.03,53.43,0.0
2021-10-30,70.81,31.85,48.52,0.0
2021-10-31,63.84,38.57,49.95,0.0
2021-11-01,50.34,41.51,46.76,0.0
2021-11-02,49.41,41.54,44.29,0.41
2021-11-03,49.15,42.84,45.59,0.03
2021-11-04,58.78,37.74,48.43,0.0
2021-11-05,59.88,32.6,46.01,0.0
2021-11-06,66.38,36.75,51.93,0.0
2021-11-07,75.85,43.78,58.9,0.0
2021-11-08,78.22,50.16,62.76,0.0
2021-11-09,69.12,51.33,59.35,0.0
2021-11-10,67.01,51.15,61.47,0.65
2021-11-11,62.02,36.11,48.72,0.0
2021-11-12,53.6,30.11,45.61,0.0
2021-11-13,60.19,26.26,43.03,0.0
2021-11-14,61.02,35.54,46.96,0.0
2021-11-15,73.71,35.07,56.95,0.0
2021-11-16,77.95,44.78,64.57,0.0
2021-11-17,69.1,39.8,58.44,0.0
2021-11-18,55.74,24.78,38.58,0.0
2021-11-19,56.89,23.59,42.7,0.0
2021-11-20,63.82,46.24,52.49,0.0
2021-11-21,62.33,31.65,48.84,0.0
2021-11-22,62.8,25.72,41.0,0.0
2021-11-23,71.19,30.76,52.38,0.0
2021-11-24,68.22,50.58,60.18,0.0
2021-11-25,50.95,23.99,39.16,0.0
2021-11-26,62.89,21.92,43.88,0.0
2021-11-27,67.06,34.82,49.27,0.0
2021-11-28,59.45,30.98,42.87,0.0
2021-11-29,72.18,32.13,51.22,0.0
2021-11-30,,,,
2021-12-01,71.55,38.54,53.37,0.0
2021-12-02,78.58,36.68,58.34,0.0
2021-12-03,76.19,49.62,60.23,0.0
2021-12-04,57.88,51.08,53.52,0.0
2021-12-05,76.48,44.21,60.41,0.0
2021-12-06,51.6,23.95,37.16,0.0
2021-12-07,47.53,21.24,35.24,0.0
2021-12-08,59.05,23.45,43.21,0.0
2021-12-09,70.52,40.74,56.59,0.0
2021-12-10,76.87,39.54,62.49,0.0
2021-12-11,49.41,25.22,36.85,0.0
2021-12-12,55.74,31.89,43.87,0.0
2021-12-13,67.1,40.91,52.79,0.0
2021-12-14,74.14,51.91,62.11,0.0
2021-12-15,77.7,59.72,70.84,0.05
2021-12-16,59.88,33.61,45.72,0.0
2021-12-17,54.28,42.97,50.76,0.1
2021-12-18,46.54,22.73,36.18,0.0
2021-12-19,42.74,13.17,27.36,0.0
2021-12-20,50.67,26.04,36.05,0.0
2021-12-21,62.64,23.04,38.98,0.0
2021-12-22,61.47,25.35,43.8,0.0
2021-12-23,64.65,43.87,53.45,0.0
2021-12-24,79.83,60.58,69.37,0.0
2021-12-25,73.63,43.66,59.45,0.0
2021-12-26,72.39,40.76,59.8,0.0
2021-12-27,68.54,42.9,55.24,0.0
2021-12-28,70.41,40.96,56.43,0.0
2021-12-29,55.51,28.44,41.27,0.01
2021-12-30,62.82,27.92,46.67,0.01
2021-12-31,64.89,54.18,59.04,0.18
2022-01-01,57.81,13.28,30.74,0.53
2022-01-02,29.88,12.94,18.96,0.0
2022-01-03,52.45,15.12,33.52,0.0
2022-01-04,57.15,34.26,44.29,0.0
2022-01-05,45.68,25.62,34.23,0.0
2022-01-06,25.53,12.65,20.05,0.0
2022-01-07,39.28,11.26,25.18,0.0
2022-01-08,50.11,39.43,45.9,0.01
2022-01-09,49.48,19.11,37.29,0.01
2022-01-10,53.22,14.13,30.33,0.0
2022-01-11,61.09,23.27,46.09,0.0
2022-01-12,59.72,27.78,43.36,0.0
2022-01-13,67.44,27.16,44.56,0.0
2022-01-14,58.8,30.78,45.35,0.0
2022-01-15,36.66,21.94,26.62,0.0
2022-01-16,46.09,20.16,28.22,0.03
2022-01-17,58.6,20.53,39.09,0.0
2022-01-18,62.76,33.44,46.67,0.0
2022-01-19,43.48,19.25,33.05,0.0
2022-01-20,25.58,6.6,16.82,0.0
2022-01-21,37.8,3.2,18.31,0.0
2022-01-22,50.2,12.83,31.48,0.0
2022-01-23,59.18,29.91,41.53,0.0
2022-01-24,66.69,29.59,50.18,0.0
2022-01-25,38.91,24.8,31.04,0.0
2022-01-26,37.06,18.98,29.2,0.0
2022-01-27,46.63,21.25,33.99,0.0
2022-01-28,48.43,19.96,32.21,0.0
2022-01-29,68.45,23.15,42.28,0.0
2022-01-30,63.37,18.17,38.31,0.0
2022-01-31,71.49,22.55,49.3,0.0
2022-02-01,60.87,38.88,53.76,0.0
2022-02-02,38.77,17.13,25.66,0.32
2022-02-03,19.41,13.93,16.46,0.0
2022-02-04,31.16,5.18,19.23,0.05
2022-02-05,46.58,7.63,29.05,0.29
2022-02-06,48.36,25.33,35.75,0.16
2022-02-07,56.01,20.0,39.07,0.02
2022-02-08,67.21,31.41,48.97,0.0
2022-02-09,66.43,23.28,41.88,0.0
2022-02-10,60.82,28.97,44.19,0.0
2022-02-11,62.35,38.08,52.29,0.0
2022-02-12,42.54,22.39,30.79,0.0
2022-02-13,53.62,26.12,38.31,0.0
2022-02-14,67.32,35.32,48.91,0.0
2022-02-15,67.37,36.14,56.14,0.0
2022-02-16,72.72,57.07,63.5,0.0
2022-02-17,60.31,18.23,30.65,1.08
2022-02-18,49.05,12.78,30.55,0.0
2022-02-19,58.51,26.08,43.69,0.0
2022-02-20,69.6,42.46,55.32,0.0
2022-02-21,,,,
2022-02-22,66.07,18.71,27.86,0.13
2022-02-23,18.62,11.28,13.96,0.0
2022-02-24,22.89,15.84,19.4,0.0
2022-02-25,30.02,12.0,21.58,0.01
2022-02-26,43.27,18.06,28.31,0.21
2022-02-27,56.64,18.83,35.11,0.14
2022-02-28,70.39,38.57,53.04,0.01
2022-03-01,76.33,41.98,58.98,0.0
2022-03-02,79.74,34.24,59.98,0.0
2022-03-03,80.67,36.09,61.3,0.0
2022-03-04,76.17,49.1,63.14,0.0
2022-03-05,82.06,45.71,67.35,0.0
2022-03-06,45.62,34.09,37.48,0.66
2022-03-07,40.42,25.98,33.28,0.0
2022-03-08,43.4,24.51,32.08,0.0
2022-03-09,54.61,20.63,37.74,0.0
2022-03-10,52.43,27.64,38.14,0.0
2022-03-11,36.95,18.13,26.9,0.15
2022-03-12,53.04,13.08,33.28,0.02
2022-03-13,67.87,38.98,53.55,0.0
2022-03-14,62.51,42.64,53.23,0.0
2022-03-15,68.83,40.19,53.1,0.0
2022-03-16,77.9,35.0,59.39,0.0
2022-03-17,75.6,51.78,64.05,0.43
2022-03-18,53.91,37.18,45.04,0.04
2022-03-19,71.56,28.52,51.61,0.0
2022-03-20,78.13,35.09,61.3,0.0
2022-03-21,61.56,49.35,53.77,1.54
2022-03-22,55.11,40.08,45.75,0.05
2022-03-23,46.3,38.17,42.21,0.0
2022-03-24,58.32,34.32,45.91,0.0
2022-03-25,64.17,28.11,45.96,0.0
2022-03-26,70.12,31.61,51.41,0.0
2022-03-27,69.12,45.94,55.94,0.0
2022-03-28,80.13,41.37,62.42,0.0
2022-03-29,80.17,64.56,72.07,0.14
2022-03-30,64.15,36.51,48.72,0.06
2022-03-31,49.06,30.26,38.55,0.0
2022-04-01,68.32,30.71,51.4,0.05
2022-04-02,70.9,39.8,56.19,0.05
2022-04-03,80.47,42.81,64.86,0.07
2022-04-04,61.39,52.52,57.33,0.4
2022-04-05,78.08,46.51,62.66,0.0
2022-04-06,66.42,46.78,57.01,0.0
2022-04-07,59.52,41.78,50.52,0.0
2022-04-08,59.41,31.56,47.19,0.0
2022-04-09,80.17,26.66,57.68,0.0
2022-04-10,82.15,58.98,70.63,0.0
2022-04-11,66.92,51.01,58.36,0.16
2022-04-12,83.84,54.82,73.0,0.0
2022-04-13,69.8,34.27,54.54,0.0
2022-04-14,68.86,29.51,52.14,0.0
2022-04-15,83.5,56.86,68.7,0.0
2022-04-16,61.21,46.98,53.51,0.0
2022-04-17,60.49,43.0,54.01,0.0
2022-04-18,63.43,37.32,49.13,0.0
2022-04-19,70.65,31.35,54.76,0.0
2022-04-20,84.85,55.0,66.04,0.01
2022-04-21,81.66,58.26,71.99,0.0
2022-04-22,79.12,70.27,74.69,0.0
2022-04-23,77.94,65.88,71.45,0.01
2022-04-24,67.26,51.57,58.73,0.08
2022-04-25,66.9,42.92,55.04,0.0
2022-04-26,70.52,32.9,52.99,0.0
2022-04-27,75.43,38.54,61.35,0.0
2022-04-28,76.44,56.57,66.63,0.4
2022-04-29,80.47,64.44,72.77,0.0
2022-04-30,74.62,48.94,62.98,0.28
2022-05-01,76.26,42.77,61.31,0.0
2022-05-02,70.16,51.48,62.26,2.16
2022-05-03,63.34,47.41,53.4,0.0
2022-05-04,65.68,51.06,57.85,2.53
2022-05-05,68.02,52.07,59.89,1.0
2022-05-06,71.37,49.66,58.56,0.0
2022-05-07,80.06,49.86,68.08,0.0
2022-05-08,89.24,71.49,79.17,0.0
2022-05-09,88.95,74.68,81.58,0.0
2022-05-10,87.51,75.06,81.02,0.0
2022-05-11,88.59,69.04,78.94,0.0
2022-05-12,89.46,69.21,79.1,0.0
2022-05-13,81.27,64.83,72.63,0.15
2022-05-14,88.23,64.47,76.66,0.02
2022-05-15,88.48,62.06,73.89,0.0
2022-05-16,81.07,55.87,69.03,0.0
2022-05-17,,,,
2022-05-18,88.86,67.24,78.66,0.04
2022-05-19,,,,
2022-05-20,83.41,68.07,76.36,0.0
2022-05-21,68.0,51.48,58.55,0.7
2022-05-22,66.13,46.63,55.76,0.0
2022-05-23,61.77,48.36,55.2,4.7
2022-05-24,66.18,59.65,62.26,1.36
2022-05-25,61.38,53.65,56.42,0.86
2022-05-26,66.87,48.36,56.93,0.09
2022-05-27,83.25,45.55,66.78,0.0
2022-05-28,84.81,63.05,74.01,0.0
2022-05-29,85.8,72.28,79.59,0.0
2022-05-30,85.48,72.14,78.73,0.0
2022-05-31,82.2,75.2,79.1,0.0
2022-06-01,79.79,61.18,71.03,0.14
2022-06-02,77.0,60.03,66.9,0.0
2022-06-03,78.91,58.86,68.36,0.01
2022-06-04,82.15,55.51,69.99,0.0
2022-06-05,77.85,61.72,69.04,0.87
2022-06-06,85.64,64.18,74.6,1.09
2022-06-07,84.06,68.56,74.57,0.06
2022-06-08,76.68,62.4,71.12,0.11
2022-06-09,83.17,59.07,72.39,0.0
2022-06-10,86.59,64.71,76.06,1.89
2022-06-11,89.1,70.11,80.65,0.0
2022-06-12,95.02,76.17,86.22,0.0
2022-06-13,93.11,78.89,85.92,0.0
2022-06-14,89.44,76.78,83.06,0.0
2022-06-15,87.71,76.77,82.3,0.0
2022-06-16,91.11,75.04,82.81,0.0
2022-06-17,92.93,70.34,82.34,0.0
2022-06-18,92.43,68.85,81.82,0.0
2022-06-19,89.64,70.02,80.53,0.0
2022-06-20,91.54,70.11,80.56,0.0
2022-06-21,94.64,72.68,83.21,0.0
2022-06-22,94.55,68.34,80.99,0.0
2022-06-23,94.68,68.25,82.52,0.0
2022-06-24,96.84,75.81,86.14,0.0
2022-06-25,96.28,77.7,86.69,0.0
2022-06-26,81.09,65.14,75.06,0.0
2022-06-27,82.31,60.73,71.51,0.0
2022-06-28,86.94,62.91,74.53,0.01
2022-06-29,89.02,56.05,73.17,0.0
2022-06-30,92.55,58.14,78.44,0.0
2022-07-01,94.23,70.23,82.51,0.0
2022-07-02,94.1,69.21,83.3,0.0
2022-07-03,94.53,72.03,84.24,0.0
2022-07-04,97.05,75.6,86.52,0.0
2022-07-05,98.44,74.86,87.09,0.0
2022-07-06,100.71,78.01,89.02,0.0
2022-07-07,101.39,77.07,89.58,0.0
2022-07-08,100.87,78.26,88.97,0.03
2022-07-09,94.05,69.6,83.01,0.0
2022-07-10,96.26,65.53,80.01,0.0
2022-07-11,99.32,64.51,81.92,0.0
2022-07-12,90.88,67.41,78.55,0.0
2022-07-13,97.34,61.65,79.15,0.0
2022-07-14,100.65,61.05,82.3,0.0
2022-07-15,99.39,75.72,88.12,0.0
2022-07-16,99.7,78.04,88.54,0.0
2022-07-17,104.74,75.92,89.24,0.0
2022-07-18,98.69,65.25,84.39,0.0
2022-07-19,107.76,58.59,86.32,0.0
2022-07-20,103.84,78.96,91.32,0.02
2022-07-21,100.69,73.65,84.57,0.0
2022-07-22,101.1,73.18,84.09,0.01
2022-07-23,101.48,73.71,87.58,0.0
2022-07-24,104.45,78.3,91.47,0.0
2022-07-25,,,,
2022-07-26,105.53,80.92,92.59,0.0
2022-07-27,104.72,78.57,89.03,0.0
2022-07-28,94.78,72.95,81.57,0.4
2022-07-29,81.01,73.15,75.71,1.79
2022-07-30,84.58,69.73,76.27,0.0
2022-07-31,89.2,73.45,79.01,0.68
2022-08-01,91.13,75.13,82.38,0.0
2022-08-02,98.29,75.51,86.93,0.0
2022-08-03,100.33,77.2,88.85,0.0
2022-08-04,90.79,76.3,83.46,0.0
2022-08-05,98.6,75.49,86.51,0.0
2022-08-06,97.21,78.04,87.01,0.0
2022-08-07,96.62,75.33,85.28,0.0
2022-08-08,98.47,75.87,85.8,0.0
2022-08-09,91.72,75.24,82.35,0.0
2022-08-10,94.33,70.21,81.19,0.0
2022-08-11,93.06,63.99,79.09,0.0
2022-08-12,93.25,64.27,79.49,0.0
2022-08-13,96.42,70.03,83.67,0.0
2022-08-14,99.64,74.25,85.71,0.0
2022-08-15,100.74,70.09,87.01,0.0
2022-08-16,104.22,73.56,90.13,0.01
2022-08-17,75.94,68.05,71.98,0.1
2022-08-18,86.13,64.47,74.55,0.0
2022-08-19,92.21,60.21,77.76,0.0
2022-08-20,95.22,63.36,80.7,0.0
2022-08-21,81.21,71.24,75.32,0.26
2022-08-22,90.03,65.52,76.76,0.0
2022-08-23,91.04,66.56,77.01,0.0
2022-08-24,92.25,63.41,77.11,0.0
2022-08-25,93.96,60.4,76.72,0.0
2022-08-26,95.52,62.37,79.75,0.0
2022-08-27,94.84,71.8,83.39,0.0
2022-08-28,94.89,74.26,81.62,0.02
2022-08-29,91.54,69.03,76.62,0.34
2022-08-30,92.35,68.43,78.65,0.0
2022-08-31,93.52,63.5,78.08,0.0
2022-09-01,81.66,67.41,72.22,1.3
2022-09-02,86.74,67.73,75.06,0.66
2022-09-03,90.25,63.03,76.42,0.01
2022-09-04,85.93,64.72,73.87,0.0
2022-09-05,87.96,60.93,73.29,0.0
2022-09-06,88.5,62.69,74.22,0.0
2022-09-07,86.05,61.77,72.8,0.0
2022-09-08,87.51,57.51,71.55,0.0
2022-09-09,88.88,60.85,74.87,0.0
2022-09-10,88.72,58.64,72.67,0.0
2022-09-11,78.66,49.06,64.63,0.0
2022-09-12,85.6,45.31,64.76,0.0
2022-09-13,90.57,52.18,73.22,0.0
2022-09-14,90.95,63.28,75.45,0.0
2022-09-15,89.13,58.23,73.37,0.0
2022-09-16,92.1,61.88,77.94,0.0
2022-09-17,95.95,70.34,82.91,0.0
2022-09-18,97.48,74.82,84.67,0.0
2022-09-19,98.47,69.78,84.49,0.0
2022-09-20,98.24,72.9,84.62,0.0
2022-09-21,101.43,73.17,84.3,0.0
2022-09-22,76.84,56.62,67.45,0.0
2022-09-23,94.89,53.35,74.59,0.0
2022-09-24,81.77,67.17,74.96,0.01
2022-09-25,87.15,49.23,70.3,0.0
2022-09-26,85.37,44.69,63.18,0.0
2022-09-27,92.28,46.49,69.72,0.0
2022-09-28,90.43,52.88,73.05,0.0
2022-09-29,81.12,55.33,67.49,0.0
2022-09-30,82.18,44.96,62.72,0.0
2022-10-01,84.72,40.74,60.66,0.0
2022-10-02,85.8,40.46,61.34,0.0
2022-10-03,87.1,42.12,63.26,0.0
2022-10-04,88.18,44.92,65.04,0.0
2022-10-05,87.13,50.54,69.39,0.0
2022-10-06,87.44,47.62,64.84,0.0
2022-10-07,76.08,47.43,61.83,0.0
2022-10-08,73.83,42.71,55.3,0.0
2022-10-09,81.18,45.33,64.07,0.0
2022-10-10,74.14,55.22,64.89,0.31
2022-10-11,78.94,62.26,68.37,0.18
2022-10-12,80.2,45.51,66.26,0.0
2022-10-13,75.25,39.66,56.13,0.0
2022-10-14,86.88,40.0,66.02,0.0
2022-10-15,85.93,50.49,68.06,0.0
2022-10-16,71.08,48.69,60.22,0.0
2022-10-17,61.75,30.66,47.88,0.0
2022-10-18,54.23,23.86,37.12,0.0
2022-10-19,65.48,20.65,42.68,0.0
2022-10-20,,,,
2022-10-21,90.93,47.7,71.93,0.0
