date,direction,day_total_veh,hours_present,hours_missing
2019-01-12,3,2573,24,0
2019-01-12,7,2635,24,0
2019-01-13,3,1885,24,0
2019-01-13,7,1865,24,0
2019-01-14,3,3222,24,0
2019-01-14,7,3249,24,0
2019-01-15,3,3354,24,0
2019-01-15,7,3334,24,0
2019-01-16,3,3450,24,0
2019-01-16,7,3394,24,0
2019-01-17,3,3500,24,0
2019-01-17,7,3472,24,0
2019-01-18,3,3841,24,0
2019-01-18,7,3730,24,0
2019-01-19,3,1948,24,0
2019-01-19,7,2010,24,0
2019-01-20,3,1903,24,0
2019-01-20,7,1835,24,0
2019-01-21,3,2961,24,0
2019-01-21,7,3032,24,0
2019-01-22,3,3270,24,0
2019-01-22,7,3262,24,0
2019-01-23,3,3307,24,0
2019-01-23,7,3272,24,0
2019-01-24,3,3367,24,0
2019-01-24,7,3387,24,0
2019-01-25,3,3409,24,0
2019-01-25,7,3357,24,0
2019-01-26,3,2839,24,0
2019-01-26,7,2806,24,0
2019-01-27,3,2245,24,0
2019-01-27,7,2152,24,0
2019-01-28,3,3226,24,0
2019-01-28,7,3277,24,0
2019-01-29,3,3269,24,0
2019-01-29,7,3260,24,0
2019-01-30,3,3236,24,0
2019-01-30,7,3197,24,0
2019-02-01,3,3893,24,0
2019-02-01,7,3724,24,0
2019-02-02,3,3213,24,0
2019-02-02,7,3158,24,0
2019-02-03,3,2259,24,0
2019-02-03,7,2242,24,0
2019-02-04,3,3395,24,0
2019-02-04,7,3376,24,0
2019-02-05,3,3429,24,0
2019-02-05,7,3444,24,0
2019-02-06,3,3184,24,0
2019-02-06,7,3225,24,0
2019-02-07,3,2302,24,0
2019-02-07,7,2281,24,0
2019-02-08,3,3588,24,0
2019-02-08,7,3518,24,0
2019-02-09,3,2707,24,0
2019-02-09,7,2657,24,0
2019-02-10,3,2020,24,0
2019-02-10,7,2021,24,0
2019-02-11,3,3211,24,0
2019-02-11,7,3275,24,0
2019-02-12,3,3345,24,0
2019-02-12,7,3313,24,0
2019-02-13,3,3413,24,0
2019-02-13,7,3335,24,0
2019-02-14,3,3713,24,0
2019-02-14,7,3744,24,0
2019-02-15,3,3554,24,0
2019-02-15,7,3347,24,0
2019-02-16,3,2609,24,0
2019-02-16,7,2640,24,0
2019-02-17,3,2132,24,0
2019-02-17,7,2170,24,0
2019-02-18,3,3122,24,0
2019-02-18,7,3093,24,0
2019-02-19,3,2544,24,0
2019-02-19,7,2532,24,0
2019-02-20,3,3127,24,0
2019-02-20,7,3110,24,0
2019-02-21,3,3590,24,0
2019-02-21,7,3540,24,0
2019-02-22,3,3673,24,0
2019-02-22,7,3681,24,0
2019-02-23,3,2599,24,0
2019-02-23,7,2671,24,0
2019-02-24,3,2235,24,0
2019-02-24,7,2238,24,0
2019-02-25,3,3248,24,0
2019-02-25,7,3269,24,0
2019-02-26,3,3355,24,0
2019-02-26,7,3261,24,0
2019-02-27,3,2498,24,0
2019-02-27,7,2535,24,0
2019-02-28,3,3073,24,0
2019-02-28,7,3023,24,0
2019-03-01,3,3818,24,0
2019-03-01,7,3708,24,0
2019-03-02,3,2486,24,0
2019-03-02,7,2514,24,0
2019-03-03,3,1259,24,0
2019-03-03,7,1316,24,0
2019-03-04,3,2459,24,0
2019-03-04,7,2478,24,0
2019-03-05,3,3498,24,0
2019-03-05,7,3441,24,0
2019-03-06,3,3390,24,0
2019-03-06,7,3408,24,0
2019-03-07,3,3617,24,0
2019-03-07,7,3619,24,0
2019-03-08,3,3822,24,0
2019-03-08,7,3718,24,0
2019-03-09,3,2886,24,0
2019-03-09,7,2903,24,0
2019-03-11,3,3296,24,0
2019-03-11,7,3428,24,0
2019-03-12,3,3242,24,0
2019-03-12,7,3258,24,0
2019-03-13,3,3100,24,0
2019-03-13,7,3115,24,0
2019-03-14,3,3462,24,0
2019-03-14,7,3386,24,0
2019-03-15,3,3832,24,0
2019-03-15,7,3800,24,0
2019-03-16,3,2952,24,0
2019-03-16,7,2859,24,0
2019-03-17,3,2360,24,0
2019-03-17,7,2420,24,0
2019-03-18,3,3433,24,0
2019-03-18,7,3423,24,0
2019-03-19,3,3550,24,0
2019-03-19,7,3569,24,0
2019-03-20,3,3480,24,0
2019-03-20,7,3451,24,0
2019-03-21,3,3661,24,0
2019-03-21,7,3540,24,0
2019-03-22,3,3696,24,0
2019-03-22,7,3657,24,0
2019-03-23,3,2709,24,0
2019-03-23,7,2679,24,0
2019-03-24,3,2311,24,0
2019-03-24,7,2323,24,0
2019-03-25,3,3448,24,0
2019-03-25,7,3441,24,0
2019-03-26,3,3485,24,0
2019-03-26,7,3428,24,0
2019-03-27,3,3537,24,0
2019-03-27,7,3553,24,0
2019-03-28,3,3623,24,0
2019-03-28,7,3559,24,0
2019-03-29,3,3679,24,0
2019-03-29,7,3638,24,0
2019-03-30,3,2754,24,0
2019-03-30,7,2766,24,0
2019-03-31,3,2224,24,0
2019-03-31,7,2164,24,0
2019-04-01,3,3494,24,0
2019-04-01,7,3474,24,0
2019-04-02,3,3704,24,0
2019-04-02,7,3540,24,0
2019-04-03,3,3695,24,0
2019-04-03,7,3585,24,0
2019-04-04,3,3511,24,0
2019-04-04,7,3418,24,0
2019-04-05,3,4022,24,0
2019-04-05,7,3990,24,0
2019-04-06,3,3109,24,0
2019-04-06,7,3077,24,0
2019-04-07,3,2525,24,0
2019-04-07,7,2514,24,0
2019-04-12,3,3824,24,0
2019-04-12,7,3755,24,0
2019-04-13,3,2439,24,0
2019-04-13,7,2488,24,0
2019-04-14,3,2306,24,0
2019-04-14,7,2316,24,0
2019-04-15,3,3462,24,0
2019-04-15,7,3463,24,0
2019-04-16,3,3656,24,0
2019-04-16,7,3535,24,0
2019-04-17,3,3493,24,0
2019-04-17,7,3458,24,0
2019-04-18,3,3638,24,0
2019-04-18,7,3591,24,0
2019-04-19,3,3861,24,0
2019-04-19,7,3841,24,0
2019-04-20,3,3129,24,0
2019-04-20,7,3030,24,0
2019-04-21,3,2511,24,0
2019-04-21,7,2591,24,0
2019-04-22,3,3371,24,0
2019-04-22,7,3387,24,0
2019-04-23,3,3232,24,0
2019-04-23,7,3223,24,0
2019-04-24,3,3368,24,0
2019-04-24,7,3322,24,0
2019-04-25,3,3559,24,0
2019-04-25,7,3453,24,0
2019-04-26,3,3963,24,0
2019-04-26,7,3887,24,0
2019-04-27,3,3492,24,0
2019-04-27,7,3554,24,0
2019-04-28,3,2568,24,0
2019-04-28,7,2541,24,0
2019-04-29,3,3290,24,0
2019-04-29,7,3376,24,0
2019-04-30,3,2925,24,0
2019-04-30,7,2849,24,0
2019-05-01,3,3382,24,0
2019-05-01,7,3396,24,0
2019-05-02,3,3551,24,0
2019-05-02,7,3448,24,0
2019-05-03,3,3720,24,0
2019-05-03,7,3634,24,0
2019-05-04,3,3184,24,0
2019-05-04,7,3043,24,0
2019-05-05,3,2429,24,0
2019-05-05,7,2521,24,0
2019-05-06,3,3386,24,0
2019-05-06,7,3435,24,0
2019-05-07,3,3419,24,0
2019-05-07,7,3438,24,0
2019-05-08,3,3221,24,0
2019-05-08,7,3131,24,0
2019-05-09,3,3701,24,0
2019-05-09,7,3619,24,0
2019-05-10,3,4195,24,0
2019-05-10,7,4040,24,0
2019-05-11,3,3461,24,0
2019-05-11,7,3453,24,0
2019-05-12,3,2605,24,0
2019-05-12,7,2687,24,0
2019-05-13,3,3537,24,0
2019-05-13,7,3458,24,0
2019-05-14,3,3641,24,0
2019-05-14,7,3592,24,0
2019-05-15,3,3660,24,0
2019-05-15,7,3536,24,0
2019-05-16,3,3777,24,0
2019-05-16,7,3624,24,0
2019-05-17,3,4097,24,0
2019-05-17,7,3984,24,0
2019-05-18,3,2501,24,0
2019-05-18,7,2527,24,0
2019-05-19,3,2497,24,0
2019-05-19,7,2491,24,0
2019-05-20,3,2446,24,0
2019-05-20,7,2323,24,0
2019-05-21,3,2950,24,0
2019-05-21,7,2944,24,0
2019-05-22,3,3630,24,0
2019-05-22,7,3591,24,0
2019-05-23,3,4489,24,0
2019-05-23,7,4430,24,0
2019-05-24,3,4027,24,0
2019-05-24,7,3780,24,0
2019-05-25,3,2884,24,0
2019-05-25,7,2829,24,0
2019-05-26,3,2639,24,0
2019-05-26,7,2671,24,0
2019-05-27,3,2849,24,0
2019-05-27,7,2873,24,0
2019-05-28,3,3802,24,0
2019-05-28,7,3713,24,0
2019-05-29,3,3430,24,0
2019-05-29,7,3377,24,0
2019-05-30,3,3647,24,0
2019-05-30,7,3654,24,0
2019-05-31,3,4098,24,0
2019-05-31,7,3971,24,0
2019-06-01,3,3132,24,0
2019-06-01,7,3110,24,0
2019-06-02,3,2403,24,0
2019-06-02,7,2298,24,0
2019-06-03,3,3561,24,0
2019-06-03,7,3571,24,0
2019-06-04,3,3632,24,0
2019-06-04,7,3620,24,0
2019-06-05,3,3624,24,0
2019-06-05,7,3544,24,0
2019-06-06,3,3407,24,0
2019-06-06,7,3343,24,0
2019-06-07,3,3919,24,0
2019-06-07,7,3832,24,0
2019-06-08,3,3098,24,0
2019-06-08,7,3072,24,0
2019-06-09,3,2270,24,0
2019-06-09,7,2216,24,0
2019-06-10,3,3507,24,0
2019-06-10,7,3462,24,0
2019-06-11,3,3574,24,0
2019-06-11,7,3559,24,0
2019-06-12,3,3609,24,0
2019-06-12,7,3481,24,0
2019-06-13,3,3677,24,0
2019-06-13,7,3654,24,0
2019-06-14,3,3877,24,0
2019-06-14,7,3807,24,0
2019-06-15,3,3071,24,0
2019-06-15,7,2952,24,0
2019-06-16,3,2397,24,0
2019-06-16,7,2456,24,0
2019-06-17,3,3328,24,0
2019-06-17,7,3286,24,0
2019-06-18,3,3480,24,0
2019-06-18,7,3435,24,0
2019-06-19,3,3407,24,0
2019-06-19,7,3374,24,0
2019-06-20,3,3657,24,0
2019-06-20,7,3547,24,0
2019-06-21,3,3757,24,0
2019-06-21,7,3736,24,0
2019-06-22,3,2770,24,0
2019-06-22,7,2741,24,0
2019-06-23,3,2047,24,0
2019-06-23,7,2139,24,0
2019-06-24,3,3404,24,0
2019-06-24,7,3373,24,0
2019-06-25,3,3508,24,0
2019-06-25,7,3455,24,0
2019-06-26,3,3659,24,0
2019-06-26,7,3526,24,0
2019-06-27,3,3559,24,0
2019-06-27,7,3577,24,0
2019-06-28,3,3886,24,0
2019-06-28,7,3733,24,0
2019-06-29,3,3104,24,0
2019-06-29,7,3005,24,0
2019-06-30,3,2615,24,0
2019-06-30,7,2707,24,0
2019-07-01,3,3453,24,0
2019-07-01,7,3473,24,0
2019-07-02,3,3627,24,0
2019-07-02,7,3511,24,0
2019-07-03,3,3776,24,0
2019-07-03,7,3675,24,0
2019-07-04,3,2457,24,0
2019-07-04,7,2353,24,0
2019-07-05,3,3179,24,0
2019-07-05,7,3152,24,0
2019-07-06,3,2807,24,0
2019-07-06,7,2707,24,0
2019-07-07,3,2306,24,0
2019-07-07,7,2326,24,0
2019-07-08,3,3491,24,0
2019-07-08,7,3411,24,0
2019-07-09,3,3557,24,0
2019-07-09,7,3558,24,0
2019-07-10,3,3566,24,0
2019-07-10,7,3459,24,0
2019-07-11,3,3680,24,0
2019-07-11,7,3582,24,0
2019-07-12,3,3852,24,0
2019-07-12,7,3691,24,0
2019-07-13,3,2837,24,0
2019-07-13,7,2829,24,0
2019-07-14,3,2381,24,0
2019-07-14,7,2440,24,0
2019-07-15,3,3583,24,0
2019-07-15,7,3602,24,0
2019-07-16,3,3640,24,0
2019-07-16,7,3535,24,0
2019-07-17,3,3708,24,0
2019-07-17,7,3629,24,0
2019-07-18,3,3626,24,0
2019-07-18,7,3641,24,0
2019-07-19,3,3645,24,0
2019-07-19,7,3608,24,0
2019-07-20,3,2797,24,0
2019-07-20,7,2741,24,0
2019-07-21,3,2218,24,0
2019-07-21,7,2362,24,0
2019-07-22,3,3410,24,0
2019-07-22,7,3430,24,0
2019-07-23,3,3567,24,0
2019-07-23,7,3414,24,0
2019-07-24,3,3545,24,0
2019-07-24,7,3563,24,0
2019-07-25,3,3557,24,0
2019-07-25,7,3478,24,0
2019-07-26,3,3850,24,0
2019-07-26,7,3707,24,0
2019-07-27,3,2986,24,0
2019-07-27,7,2957,24,0
2019-07-28,3,2402,24,0
2019-07-28,7,2495,24,0
2019-07-29,3,3511,24,0
2019-07-29,7,3430,24,0
2019-07-31,3,3657,24,0
2019-07-31,7,3580,24,0
2019-08-01,3,3579,24,0
2019-08-01,7,3582,24,0
2019-08-02,3,3900,24,0
2019-08-02,7,3819,24,0
2019-08-03,3,2840,24,0
2019-08-03,7,2765,24,0
2019-08-04,3,2363,24,0
2019-08-04,7,2429,24,0
2019-08-05,3,3461,24,0
2019-08-05,7,3484,24,0
2019-08-06,3,3599,24,0
2019-08-06,7,3547,24,0
2019-08-07,3,3671,24,0
2019-08-07,7,3605,24,0
2019-08-08,3,3512,24,0
2019-08-08,7,3413,24,0
2019-08-09,3,3549,24,0
2019-08-09,7,3520,24,0
2019-08-10,3,3047,24,0
2019-08-10,7,3036,24,0
2019-08-11,3,2378,24,0
2019-08-11,7,2416,24,0
2019-08-12,3,3456,24,0
2019-08-12,7,3383,24,0
2019-08-13,3,3425,24,0
2019-08-13,7,3406,24,0
2019-08-14,3,3678,24,0
2019-08-14,7,3585,24,0
2019-08-15,3,3679,24,0
2019-08-15,7,3701,24,0
2019-08-16,3,4030,24,0
2019-08-16,7,3939,24,0
2019-08-17,3,3079,24,0
2019-08-17,7,3110,24,0
2019-08-18,3,2554,24,0
2019-08-18,7,2670,24,0
2019-08-19,3,3619,24,0
2019-08-19,7,3592,24,0
2019-08-20,3,3630,24,0
2019-08-20,7,3611,24,0
2019-08-21,3,3537,24,0
2019-08-21,7,3552,24,0
2019-08-22,3,3437,24,0
2019-08-22,7,3321,24,0
2019-08-23,3,3881,24,0
2019-08-23,7,3813,24,0
2019-08-24,3,2899,24,0
2019-08-24,7,2921,24,0
2019-08-25,3,2172,24,0
2019-08-25,7,2143,24,0
2019-08-26,3,3325,24,0
2019-08-26,7,3334,24,0
2019-08-27,3,3296,24,0
2019-08-27,7,3245,24,0
2019-08-28,3,3678,24,0
2019-08-28,7,3471,24,0
2019-08-29,3,3663,24,0
2019-08-29,7,3587,24,0
2019-08-30,3,3634,24,0
2019-08-30,7,3489,24,0
2019-08-31,3,2758,24,0
2019-08-31,7,2701,24,0
2019-09-01,3,2167,24,0
2019-09-01,7,2191,24,0
2019-09-02,3,2217,24,0
2019-09-02,7,2382,24,0
2019-09-03,3,3644,24,0
2019-09-03,7,3609,24,0
2019-09-04,3,3609,24,0
2019-09-04,7,3542,24,0
2019-09-05,3,3589,24,0
2019-09-05,7,3617,24,0
2019-09-06,3,3926,24,0
2019-09-06,7,3738,24,0
2019-09-07,3,3465,24,0
2019-09-07,7,3534,24,0
2019-09-08,3,2329,24,0
2019-09-08,7,2359,24,0
2019-09-09,3,3478,24,0
2019-09-09,7,3457,24,0
2019-09-10,3,3649,24,0
2019-09-10,7,3492,24,0
2019-09-11,3,3454,24,0
2019-09-11,7,3390,24,0
2019-09-12,3,3417,24,0
2019-09-12,7,3379,24,0
2019-09-13,3,3946,24,0
2019-09-13,7,3808,24,0
2019-09-14,3,2959,24,0
2019-09-14,7,2990,24,0
2019-09-15,3,2245,24,0
2019-09-15,7,2323,24,0
2019-09-16,3,3399,24,0
2019-09-16,7,3376,24,0
2019-09-17,3,3514,24,0
2019-09-17,7,3386,24,0
2019-09-18,3,3453,24,0
2019-09-18,7,3475,24,0
2019-09-19,3,3559,24,0
2019-09-19,7,3565,24,0
2019-09-20,3,3781,24,0
2019-09-20,7,3698,24,0
2019-09-21,3,2796,24,0
2019-09-21,7,2823,24,0
2019-09-22,3,2111,24,0
2019-09-22,7,2158,24,0
2019-09-23,3,3453,24,0
2019-09-23,7,3485,24,0
2019-09-24,3,3486,24,0
2019-09-24,7,3482,24,0
2019-09-25,3,3471,24,0
2019-09-25,7,3497,24,0
2019-09-26,3,3522,24,0
2019-09-26,7,3497,24,0
2019-09-27,3,4089,24,0
2019-09-27,7,4000,24,0
2019-09-28,3,3148,24,0
2019-09-28,7,3239,24,0
2019-09-29,3,2464,24,0
2019-09-29,7,2445,24,0
2019-09-30,3,3589,24,0
2019-09-30,7,3506,24,0
2019-10-01,3,3576,24,0
2019-10-01,7,3565,24,0
2019-10-02,3,3548,24,0
2019-10-02,7,3649,24,0
2019-10-03,3,3575,24,0
2019-10-03,7,3604,24,0
2019-10-04,3,3933,24,0
2019-10-04,7,3983,24,0
2019-10-05,3,3108,24,0
2019-10-05,7,3105,24,0
2019-10-06,3,2350,24,0
2019-10-06,7,2287,24,0
2019-10-07,3,3472,24,0
2019-10-07,7,3524,24,0
2019-10-08,3,3595,24,0
2019-10-08,7,3651,24,0
2019-10-09,3,3436,24,0
2019-10-09,7,3455,24,0
2019-10-10,3,3456,24,0
2019-10-10,7,3501,24,0
2019-10-11,3,3817,24,0
2019-10-11,7,3793,24,0
2019-10-12,3,2959,24,0
2019-10-12,7,2904,24,0
2019-10-13,3,2276,24,0
2019-10-13,7,2428,24,0
2019-10-14,3,3417,24,0
2019-10-14,7,3442,24,0
2019-10-15,3,3544,24,0
2019-10-15,7,3573,24,0
2019-10-16,3,3545,24,0
2019-10-16,7,3524,24,0
2019-10-17,3,3577,24,0
2019-10-17,7,3628,24,0
2019-10-18,3,3922,24,0
2019-10-18,7,3896,24,0
2019-10-19,3,3226,24,0
2019-10-19,7,3211,24,0
2019-10-20,3,2406,24,0
2019-10-20,7,2466,24,0
2019-10-21,3,3379,24,0
2019-10-21,7,3451,24,0
2019-10-22,3,3680,24,0
2019-10-22,7,3634,24,0
2019-10-23,3,3633,24,0
2019-10-23,7,3637,24,0
2019-10-24,3,3269,24,0
2019-10-24,7,3173,24,0
2019-10-25,3,3373,24,0
2019-10-25,7,3415,24,0
2019-10-26,3,3220,24,0
2019-10-26,7,3260,24,0
2019-10-27,3,2349,24,0
2019-10-27,7,2366,24,0
2019-10-28,3,3390,24,0
2019-10-28,7,3340,24,0
2019-10-29,3,3263,24,0
2019-10-29,7,3360,24,0
2019-10-30,3,3110,24,0
2019-10-30,7,3159,24,0
2019-10-31,3,3555,24,0
2019-10-31,7,3550,24,0
2019-11-01,3,3796,24,0
2019-11-01,7,3822,24,0
2019-11-02,3,3324,24,0
2019-11-02,7,3344,24,0
2019-11-03,3,2441,24,0
2019-11-03,7,2475,24,0
2019-11-04,3,3404,24,0
2019-11-04,7,3455,24,0
2019-11-05,3,3582,24,0
2019-11-05,7,3568,24,0
2019-11-06,3,3376,24,0
2019-11-06,7,3426,24,0
2019-11-07,3,3241,24,0
2019-11-07,7,3184,24,0
2019-11-08,3,3933,24,0
2019-11-08,7,3889,24,0
2019-11-09,3,3093,24,0
2019-11-09,7,3114,24,0
2019-11-10,3,2415,24,0
2019-11-10,7,2501,24,0
2019-11-11,3,2689,24,0
2019-11-11,7,2726,24,0
2019-11-12,3,3253,24,0
2019-11-12,7,3284,24,0
2019-11-13,3,3464,24,0
2019-11-13,7,3467,24,0
2019-11-14,3,3601,24,0
2019-11-14,7,3594,24,0
2019-11-15,3,3933,24,0
2019-11-15,7,3923,24,0
2019-11-16,3,3047,24,0
2019-11-16,7,3114,24,0
2019-11-17,3,2318,24,0
2019-11-17,7,2236,24,0
2019-11-18,3,3465,24,0
2019-11-18,7,3466,24,0
2019-11-19,3,3543,24,0
2019-11-19,7,3515,24,0
2019-11-20,3,3412,24,0
2019-11-20,7,3468,24,0
2019-11-21,3,3451,24,0
2019-11-21,7,3436,24,0
2019-11-22,3,3646,24,0
2019-11-22,7,3650,24,0
2019-11-23,3,2900,24,0
2019-11-23,7,2833,24,0
2019-11-24,3,2337,24,0
2019-11-24,7,2328,24,0
2019-11-25,3,3362,24,0
2019-11-25,7,3300,24,0
2019-11-26,3,3507,24,0
2019-11-26,7,3413,24,0
2019-11-27,3,3495,24,0
2019-11-27,7,3324,24,0
2019-11-28,3,2587,24,0
2019-11-28,7,2639,24,0
2019-11-29,3,2734,24,0
2019-11-29,7,2844,24,0
2019-11-30,3,2604,24,0
2019-11-30,7,2744,24,0
2019-12-01,3,2331,24,0
2019-12-01,7,2284,24,0
2019-12-02,3,3278,24,0
2019-12-02,7,3339,24,0
2019-12-03,3,3430,24,0
2019-12-03,7,3393,24,0
2019-12-04,3,3386,24,0
2019-12-04,7,3401,24,0
2019-12-05,3,3507,24,0
2019-12-05,7,3555,24,0
2019-12-06,3,3984,24,0
2019-12-06,7,3996,24,0
2019-12-07,3,2944,24,0
2019-12-07,7,2878,24,0
2019-12-08,3,2320,24,0
2019-12-08,7,2270,24,0
2019-12-09,3,3305,24,0
2019-12-09,7,3307,24,0
2019-12-10,3,3461,24,0
2019-12-10,7,3493,24,0
2019-12-11,3,3397,24,0
2019-12-11,7,3373,24,0
2019-12-12,3,3662,24,0
2019-12-12,7,3660,24,0
2019-12-13,3,3799,24,0
2019-12-13,7,3734,24,0
2019-12-14,3,3072,24,0
2019-12-14,7,3099,24,0
2019-12-15,3,2200,24,0
2019-12-15,7,2174,24,0
2019-12-16,3,3026,24,0
2019-12-16,7,3038,24,0
2019-12-17,3,3280,24,0
2019-12-17,7,3269,24,0
2019-12-18,3,3438,24,0
2019-12-18,7,3419,24,0
2019-12-19,3,3487,24,0
2019-12-19,7,3465,24,0
2019-12-20,3,3679,24,0
2019-12-20,7,3650,24,0
2019-12-21,3,2741,24,0
2019-12-21,7,2749,24,0
2019-12-22,3,2276,24,0
2019-12-22,7,2226,24,0
2019-12-23,3,3304,24,0
2019-12-23,7,3295,24,0
2019-12-24,3,2886,24,0
2019-12-24,7,2837,24,0
2019-12-25,3,2133,24,0
2019-12-25,7,2209,24,0
2019-12-26,3,2825,24,0
2019-12-26,7,2857,24,0
2019-12-27,3,3025,24,0
2019-12-27,7,3057,24,0
2019-12-28,3,2196,24,0
2019-12-28,7,2171,24,0
2019-12-29,3,2049,24,0
2019-12-29,7,2060,24,0
2019-12-30,3,3064,24,0
2019-12-30,7,3057,24,0
2019-12-31,3,3146,24,0
2019-12-31,7,3159,24,0
2020-03-01,3,2414,24,0
2020-03-01,7,2381,24,0
2020-03-02,3,3342,24,0
2020-03-02,7,3285,24,0
2020-03-03,3,3515,24,0
2020-03-03,7,3513,24,0
2020-03-04,3,3396,24,0
2020-03-04,7,3393,24,0
2020-03-05,3,3471,24,0
2020-03-05,7,3390,24,0
2020-03-06,3,3685,24,0
2020-03-06,7,3705,24,0
2020-03-07,3,3005,24,0
2020-03-07,7,2942,24,0
2020-03-09,3,3270,24,0
2020-03-09,7,3206,24,0
2020-03-10,3,3422,24,0
2020-03-10,7,3406,24,0
2020-03-11,3,3431,24,0
2020-03-11,7,3429,24,0
2020-03-12,3,3560,24,0
2020-03-12,7,3540,24,0
2020-03-13,3,3497,24,0
2020-03-13,7,3368,24,0
2020-03-14,3,2587,24,0
2020-03-14,7,2496,24,0
2020-03-15,3,1942,24,0
2020-03-15,7,1869,24,0
2020-03-16,3,2891,24,0
2020-03-16,7,2819,24,0
2020-03-17,3,2766,24,0
2020-03-17,7,2709,24,0
2020-03-18,3,2708,24,0
2020-03-18,7,2666,24,0
2020-03-19,3,2550,24,0
2020-03-19,7,2497,24,0
2020-03-20,3,2650,24,0
2020-03-20,7,2584,24,0
2020-03-21,3,1864,24,0
2020-03-21,7,1773,24,0
2020-03-22,3,1306,24,0
2020-03-22,7,1318,24,0
2020-03-23,3,2450,24,0
2020-03-23,7,2395,24,0
2020-03-24,3,2497,24,0
2020-03-24,7,2426,24,0
2020-03-25,3,2522,24,0
2020-03-25,7,2515,24,0
2020-03-26,3,2555,24,0
2020-03-26,7,2446,24,0
2020-03-27,3,2623,24,0
2020-03-27,7,2525,24,0
2020-03-28,3,1836,24,0
2020-03-28,7,1794,24,0
2020-03-29,3,1416,24,0
2020-03-29,7,1451,24,0
2020-03-30,3,2312,24,0
2020-03-30,7,2297,24,0
2020-03-31,3,2280,24,0
2020-03-31,7,2245,24,0
2023-01-01,3,1929,24,0
2023-01-01,7,1937,24,0
2023-01-02,3,2167,24,0
2023-01-02,7,2190,24,0
2023-01-03,3,3203,24,0
2023-01-03,7,3203,24,0
2023-01-04,3,3061,24,0
2023-01-04,7,3099,24,0
2023-01-05,3,3203,24,0
2023-01-05,7,3207,24,0
2023-01-06,3,3593,24,0
2023-01-06,7,3589,24,0
2023-01-07,3,2764,24,0
2023-01-07,7,2837,24,0
2023-01-08,3,1960,24,0
2023-01-08,7,1956,24,0
2023-01-09,3,3038,24,0
2023-01-09,7,2976,24,0
2023-01-10,3,3118,24,0
2023-01-10,7,3085,24,0
2023-01-11,3,3152,24,0
2023-01-11,7,3148,24,0
2023-01-12,3,3109,24,0
2023-01-12,7,3131,24,0
2023-01-13,3,3453,24,0
2023-01-13,7,3422,24,0
2023-01-14,3,2526,24,0
2023-01-14,7,2526,24,0
2023-01-15,3,1883,24,0
2023-01-15,7,1850,24,0
2023-01-16,3,2908,24,0
2023-01-16,7,2940,24,0
2023-01-17,3,3129,24,0
2023-01-17,7,3113,24,0
2023-01-18,3,3038,24,0
2023-01-18,7,3074,24,0
2023-01-19,3,3136,24,0
2023-01-19,7,3127,24,0
2023-01-20,3,3483,24,0
2023-01-20,7,3468,24,0
2023-01-21,3,2511,24,0
2023-01-21,7,2500,24,0
2023-01-22,3,1889,24,0
2023-01-22,7,1865,24,0
2023-01-23,3,3109,24,0
2023-01-23,7,3124,24,0
2023-01-24,3,2241,24,0
2023-01-24,7,2259,24,0
2023-01-25,3,2554,24,0
2023-01-25,7,2587,24,0
2023-01-26,3,3243,24,0
2023-01-26,7,3190,24,0
2023-01-27,3,3414,24,0
2023-01-27,7,3414,24,0
2023-01-28,3,2831,24,0
2023-01-28,7,2688,24,0
2023-01-29,3,1788,24,0
2023-01-29,7,1805,24,0
2023-01-30,3,2091,24,0
2023-01-30,7,2192,24,0
2023-01-31,3,1832,24,0
2023-01-31,7,1885,24,0
2023-02-01,3,2686,24,0
2023-02-01,7,2760,24,0
2023-02-02,3,2609,24,0
2023-02-02,7,2615,24,0
2023-02-03,3,3649,24,0
2023-02-03,7,3734,24,0
2023-02-04,3,2769,24,0
2023-02-04,7,2742,24,0
2023-02-05,3,2041,24,0
2023-02-05,7,2040,24,0
2023-02-06,3,3244,24,0
2023-02-06,7,3244,24,0
2023-02-07,3,3108,24,0
2023-02-07,7,3124,24,0
2023-02-08,3,2865,24,0
2023-02-08,7,2894,24,0
2023-02-09,3,3219,24,0
2023-02-09,7,3163,24,0
2023-02-10,3,3588,24,0
2023-02-10,7,3536,24,0
2023-02-11,3,2692,24,0
2023-02-11,7,2663,24,0
2023-02-12,3,1926,24,0
2023-02-12,7,1924,24,0
2023-02-13,3,3292,24,0
2023-02-13,7,3374,24,0
2023-02-14,3,3119,24,0
2023-02-14,7,3168,24,0
2023-02-15,3,3243,24,0
2023-02-15,7,3243,24,0
2023-02-16,3,3142,24,0
2023-02-16,7,3138,24,0
2023-02-17,3,3562,24,0
2023-02-17,7,3435,24,0
2023-02-18,3,2582,24,0
2023-02-18,7,2578,24,0
2023-02-19,3,2103,24,0
2023-02-19,7,2150,24,0
2023-02-20,3,3060,24,0
2023-02-20,7,3086,24,0
2023-02-21,3,3208,24,0
2023-02-21,7,3228,24,0
2023-02-22,3,3272,24,0
2023-02-22,7,3215,24,0
2023-02-23,3,3292,24,0
2023-02-23,7,3280,24,0
2023-02-24,3,3415,24,0
2023-02-24,7,3413,24,0
2023-02-25,3,2652,24,0
2023-02-25,7,2643,24,0
2023-02-26,3,2020,24,0
2023-02-26,7,2038,24,0
2023-02-27,3,3189,24,0
2023-02-27,7,3174,24,0
2023-02-28,3,3360,24,0
2023-02-28,7,3298,24,0
2023-03-01,3,3328,24,0
